"x","y","EBOV","BDBV","BOMV","TAFV","RESTV","SUDV","MARV","LLOV","MLAV","RAVN","DEHV"
43.5,-21.49893,7,4,NA,11,6,11,4,8,5,4,2
44.5,-21.49893,11,8,NA,16,8,16,8,12,8,8,5
45.5,-21.49893,5,3,NA,9,3,9,5,7,4,5,3
46.5,-21.49893,5,5,NA,11,4,11,8,10,6,7,4
47.5,-21.49893,7,5,1,12,6,12,7,10,8,6,5
115.5,-21.49893,14,9,1,14,12,14,10,11,5,11,6
116.5,-21.49893,13,9,1,14,11,14,9,11,5,10,6
117.5,-21.49893,13,8,1,14,12,14,10,13,4,11,5
118.5,-21.49893,11,8,1,12,11,12,9,12,3,10,5
119.5,-21.49893,11,8,1,12,11,12,9,12,3,10,5
120.5,-21.49893,9,8,1,10,9,10,7,10,3,8,5
121.5,-21.49893,10,8,1,11,10,11,7,11,4,8,6
122.5,-21.49893,9,7,1,9,9,9,6,9,3,7,5
123.5,-21.49893,8,7,1,8,8,8,5,8,2,6,4
124.5,-21.49893,7,6,1,7,7,7,4,7,2,5,3
125.5,-21.49893,7,6,1,7,7,7,4,7,2,5,3
126.5,-21.49893,6,5,1,6,6,6,3,6,1,4,2
127.5,-21.49893,7,5,1,7,7,7,4,7,2,5,3
128.5,-21.49893,7,5,1,7,7,7,4,7,2,5,3
129.5,-21.49893,7,5,1,7,7,7,4,7,2,5,3
130.5,-21.49893,8,6,1,8,8,8,5,8,2,6,4
131.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
132.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
133.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
134.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
135.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
136.5,-21.49893,9,6,1,9,9,9,6,9,2,7,4
137.5,-21.49893,8,6,1,8,8,8,5,8,1,6,3
138.5,-21.49893,8,6,1,8,8,8,5,8,1,6,3
139.5,-21.49893,8,6,1,8,8,8,5,8,1,6,3
140.5,-21.49893,11,7,1,11,11,11,7,11,2,8,5
141.5,-21.49893,12,7,1,12,11,12,7,11,4,9,5
142.5,-21.49893,12,7,1,12,11,12,7,11,4,9,5
143.5,-21.49893,13,7,1,13,12,13,8,12,4,10,5
144.5,-21.49893,15,8,1,15,13,15,8,14,4,11,5
145.5,-21.49893,16,10,1,16,14,16,9,15,5,12,7
146.5,-21.49893,19,11,1,19,16,19,10,17,7,13,8
147.5,-21.49893,21,12,NA,22,18,22,12,19,7,15,10
148.5,-21.49893,19,12,NA,22,16,22,12,19,7,15,9
149.5,-21.49893,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
150.5,-21.49893,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
165.5,-21.49893,3,1,NA,6,3,6,2,3,4,2,1
-69.5,-22.49893,2,2,NA,4,3,4,2,2,3,2,1
-68.5,-22.49893,2,2,NA,3,3,3,2,2,2,2,1
-67.5,-22.49893,2,2,NA,3,3,3,2,2,2,2,1
-66.5,-22.49893,3,2,NA,6,4,6,3,5,3,3,1
-65.5,-22.49893,9,5,1,17,9,18,8,12,5,8,4
-64.5,-22.49893,16,10,5,25,14,26,14,17,12,13,9
-63.5,-22.49893,21,13,6,30,18,30,19,21,16,18,13
-62.5,-22.49893,16,9,5,23,14,23,16,15,13,15,10
-61.5,-22.49893,18,12,7,24,16,24,18,18,16,17,13
-60.5,-22.49893,18,11,7,25,16,25,18,18,15,17,13
-59.5,-22.49893,18,10,6,28,15,28,18,19,15,17,13
-58.5,-22.49893,16,8,6,29,13,29,16,18,13,15,11
-57.5,-22.49893,22,10,8,40,18,40,21,25,16,20,15
-56.5,-22.49893,21,9,6,40,18,40,21,25,15,20,14
-55.5,-22.49893,23,12,6,43,20,44,24,27,18,23,17
-54.5,-22.49893,20,10,6,45,17,46,21,24,16,20,15
-53.5,-22.49893,20,10,6,47,18,48,22,26,18,21,15
-52.5,-22.49893,21,11,6,49,20,50,22,29,18,22,16
-51.5,-22.49893,21,11,6,51,20,52,22,30,18,22,16
-50.5,-22.49893,22,12,7,56,21,57,23,32,19,23,17
-49.5,-22.49893,25,13,7,60,22,61,25,35,20,25,18
-48.5,-22.49893,24,13,6,59,20,60,25,34,20,25,17
-47.5,-22.49893,27,15,6,63,23,64,28,38,21,28,18
-46.5,-22.49893,29,16,7,65,26,67,30,40,22,30,20
-45.5,-22.49893,30,16,7,68,26,70,31,43,24,31,22
-44.5,-22.49893,27,14,7,67,24,69,30,40,23,29,20
-43.5,-22.49893,27,14,7,67,24,69,30,39,23,29,20
-42.5,-22.49893,26,13,7,67,23,69,29,37,22,28,19
14.5,-22.49893,5,5,NA,6,6,6,3,6,2,4,2
15.5,-22.49893,6,6,NA,7,7,7,4,7,3,5,3
16.5,-22.49893,6,6,NA,7,7,7,5,7,1,4,3
17.5,-22.49893,5,4,NA,6,6,6,5,6,2,4,4
18.5,-22.49893,2,1,NA,2,2,2,2,2,1,2,1
19.5,-22.49893,2,1,NA,2,2,2,2,2,1,2,1
20.5,-22.49893,2,1,NA,2,2,2,2,2,1,2,1
21.5,-22.49893,4,3,NA,4,4,4,3,4,1,2,2
22.5,-22.49893,4,3,NA,4,4,4,3,4,1,2,2
23.5,-22.49893,4,3,NA,4,4,4,3,4,1,2,2
24.5,-22.49893,4,3,NA,4,4,4,3,4,1,2,2
25.5,-22.49893,4,3,NA,4,4,4,3,4,1,2,2
26.5,-22.49893,6,5,NA,6,6,6,5,6,2,4,3
27.5,-22.49893,8,7,NA,9,8,9,6,9,3,5,4
28.5,-22.49893,14,11,1,16,14,16,10,15,4,9,8
29.5,-22.49893,21,17,1,24,22,24,18,23,8,17,15
30.5,-22.49893,27,18,NA,30,24,30,20,28,9,20,14
31.5,-22.49893,33,24,3,34,28,34,24,32,16,24,19
32.5,-22.49893,13,9,1,14,12,14,10,13,6,10,8
33.5,-22.49893,12,8,1,13,11,13,8,12,5,8,7
34.5,-22.49893,11,7,1,12,10,12,8,11,5,8,7
35.5,-22.49893,11,7,1,12,10,12,9,11,5,9,8
43.5,-22.49893,7,5,NA,13,6,13,6,10,7,6,3
44.5,-22.49893,8,6,1,14,6,14,8,10,9,7,5
45.5,-22.49893,6,3,NA,10,4,10,6,8,5,5,3
46.5,-22.49893,6,5,NA,10,5,10,7,9,5,6,4
47.5,-22.49893,7,4,NA,11,4,11,6,8,7,5,3
114.5,-22.49893,13,8,1,13,11,13,9,10,5,10,6
115.5,-22.49893,12,8,1,12,10,12,8,10,4,9,5
116.5,-22.49893,12,8,1,13,11,13,9,12,3,10,5
117.5,-22.49893,14,9,1,15,13,15,11,14,3,12,6
118.5,-22.49893,13,9,1,14,12,14,10,13,3,11,6
119.5,-22.49893,11,8,1,12,11,12,9,12,3,10,5
120.5,-22.49893,11,8,1,12,11,12,9,12,4,10,6
121.5,-22.49893,8,7,1,9,8,9,5,9,2,6,4
122.5,-22.49893,8,7,1,8,8,8,5,8,2,6,4
123.5,-22.49893,9,7,1,9,9,9,6,9,3,7,5
124.5,-22.49893,8,6,1,8,8,8,5,8,3,6,4
125.5,-22.49893,7,5,1,7,7,7,4,7,2,5,3
126.5,-22.49893,7,5,1,7,7,7,4,7,2,5,3
127.5,-22.49893,7,5,1,7,7,7,4,7,2,5,3
128.5,-22.49893,7,5,1,7,7,7,4,7,2,5,3
129.5,-22.49893,8,6,1,8,8,8,5,8,2,6,4
130.5,-22.49893,9,6,1,9,9,9,6,9,2,7,4
131.5,-22.49893,9,6,1,9,9,9,6,9,2,7,4
132.5,-22.49893,9,6,1,9,9,9,6,9,2,7,4
133.5,-22.49893,9,6,1,9,9,9,6,9,2,7,4
134.5,-22.49893,9,6,1,9,9,9,6,9,2,7,4
135.5,-22.49893,11,7,1,11,11,11,7,11,3,8,5
136.5,-22.49893,10,7,1,10,10,10,6,10,2,7,4
137.5,-22.49893,9,7,1,9,9,9,6,9,2,7,4
138.5,-22.49893,8,6,1,8,8,8,5,8,1,6,3
139.5,-22.49893,9,6,1,9,9,9,5,9,1,6,3
140.5,-22.49893,9,6,1,9,9,9,5,9,1,6,3
141.5,-22.49893,8,6,1,8,8,8,5,8,1,6,3
142.5,-22.49893,9,6,1,9,9,9,6,9,1,7,4
143.5,-22.49893,12,7,1,12,12,12,8,12,3,10,5
144.5,-22.49893,14,7,1,14,13,14,9,13,4,11,5
145.5,-22.49893,16,9,1,16,15,16,10,15,5,13,6
146.5,-22.49893,16,9,1,16,14,16,9,15,5,12,7
147.5,-22.49893,19,10,1,19,16,19,10,17,6,13,8
148.5,-22.49893,20,11,NA,21,17,21,11,18,6,14,9
149.5,-22.49893,19,12,NA,23,17,23,13,20,8,16,10
150.5,-22.49893,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
151.5,-22.49893,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
-69.5,-23.49893,2,2,NA,4,3,4,2,2,3,2,1
-68.5,-23.49893,2,2,NA,4,3,4,2,2,3,2,1
-67.5,-23.49893,2,2,NA,3,3,3,2,2,2,2,1
-66.5,-23.49893,5,3,NA,7,6,7,5,6,4,5,2
-65.5,-23.49893,11,7,3,19,11,19,10,14,7,10,6
-64.5,-23.49893,18,11,7,27,15,27,16,18,14,15,11
-63.5,-23.49893,19,11,6,26,16,26,17,19,15,16,12
-62.5,-23.49893,17,10,6,22,15,22,16,17,14,15,11
-61.5,-23.49893,15,9,5,21,13,21,15,15,13,14,10
-60.5,-23.49893,15,9,5,21,13,21,15,15,13,14,10
-59.5,-23.49893,16,10,6,27,14,27,16,18,14,15,11
-58.5,-23.49893,19,10,7,32,16,32,19,22,15,18,13
-57.5,-23.49893,20,11,7,34,17,34,20,23,16,19,14
-56.5,-23.49893,20,10,6,36,17,36,20,24,15,19,13
-55.5,-23.49893,20,11,6,39,17,39,21,24,16,20,14
-54.5,-23.49893,21,11,6,40,18,41,22,25,17,21,15
-53.5,-23.49893,22,11,6,46,19,47,22,28,17,22,16
-52.5,-23.49893,22,11,6,49,20,50,22,29,17,22,16
-51.5,-23.49893,23,12,6,54,20,55,22,31,18,22,17
-50.5,-23.49893,23,13,6,54,20,55,23,32,19,23,18
-49.5,-23.49893,21,12,5,54,16,55,21,30,18,21,16
-48.5,-23.49893,23,13,5,57,19,58,24,33,19,24,16
-47.5,-23.49893,25,15,6,62,22,63,27,37,22,27,19
-46.5,-23.49893,26,14,6,63,23,64,28,38,23,28,21
-45.5,-23.49893,24,12,5,62,20,63,25,37,20,25,18
14.5,-23.49893,5,5,NA,6,6,6,3,6,2,4,2
15.5,-23.49893,4,4,NA,6,6,6,3,6,2,4,2
16.5,-23.49893,5,4,NA,6,6,6,5,6,1,4,3
17.5,-23.49893,4,3,NA,4,4,4,4,4,1,3,3
18.5,-23.49893,2,1,NA,2,2,2,2,2,1,2,1
19.5,-23.49893,2,1,NA,2,2,2,2,2,1,2,1
20.5,-23.49893,3,2,NA,3,3,3,3,3,1,2,2
21.5,-23.49893,3,2,NA,3,3,3,3,3,1,2,2
22.5,-23.49893,3,2,NA,3,3,3,3,3,1,2,2
23.5,-23.49893,4,3,NA,4,4,4,3,4,1,2,2
24.5,-23.49893,4,3,NA,4,4,4,3,4,1,2,2
25.5,-23.49893,4,3,NA,4,4,4,3,4,1,2,2
26.5,-23.49893,6,5,NA,6,6,6,4,6,1,3,2
27.5,-23.49893,11,8,NA,12,10,12,8,12,3,7,5
28.5,-23.49893,12,8,NA,15,13,15,9,14,3,8,6
29.5,-23.49893,18,14,NA,21,19,21,15,20,7,15,12
30.5,-23.49893,21,16,NA,24,20,24,16,22,8,16,12
31.5,-23.49893,25,18,1,28,23,28,18,25,11,18,14
32.5,-23.49893,13,9,1,14,12,14,10,13,6,10,9
33.5,-23.49893,10,6,1,11,9,11,7,10,5,7,7
34.5,-23.49893,10,6,1,11,9,11,8,10,5,8,8
44.5,-23.49893,9,5,NA,13,7,13,7,9,7,6,4
45.5,-23.49893,5,3,NA,9,4,9,6,8,4,5,3
46.5,-23.49893,6,5,NA,10,5,10,7,9,5,6,4
47.5,-23.49893,7,5,NA,11,5,11,6,8,7,6,4
114.5,-23.49893,11,7,1,11,9,11,7,9,4,8,5
115.5,-23.49893,11,8,1,12,11,12,9,12,4,10,6
116.5,-23.49893,11,8,1,12,11,12,9,12,4,10,6
117.5,-23.49893,11,8,1,12,11,12,9,12,4,10,6
118.5,-23.49893,12,8,1,13,11,13,9,12,4,10,6
119.5,-23.49893,11,8,1,12,11,12,8,12,4,9,6
120.5,-23.49893,10,7,1,10,10,10,7,10,3,8,5
121.5,-23.49893,8,7,1,8,8,8,5,8,2,6,4
122.5,-23.49893,8,7,1,8,8,8,5,8,2,6,4
123.5,-23.49893,9,7,1,9,9,9,6,9,3,7,5
124.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
125.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
126.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
127.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
128.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
129.5,-23.49893,7,5,1,7,7,7,4,7,2,5,3
130.5,-23.49893,9,6,1,9,9,9,6,9,2,7,4
131.5,-23.49893,9,6,1,9,9,9,6,9,2,7,4
132.5,-23.49893,9,6,1,9,9,9,6,9,2,7,4
133.5,-23.49893,11,7,1,11,11,11,8,11,3,9,5
134.5,-23.49893,12,8,1,12,12,12,9,12,4,10,6
135.5,-23.49893,12,8,1,12,12,12,8,12,4,9,6
136.5,-23.49893,11,8,1,11,11,11,7,11,3,8,5
137.5,-23.49893,9,7,1,9,9,9,6,9,2,7,4
138.5,-23.49893,9,7,1,9,9,9,6,9,2,7,4
139.5,-23.49893,8,6,1,8,8,8,5,8,1,6,3
140.5,-23.49893,8,6,1,8,8,8,5,8,1,6,3
141.5,-23.49893,8,6,1,8,8,8,5,8,1,6,3
142.5,-23.49893,8,6,1,8,8,8,5,8,1,6,3
143.5,-23.49893,9,6,1,9,9,9,6,9,1,7,4
144.5,-23.49893,12,8,1,12,12,12,8,12,4,10,6
145.5,-23.49893,15,9,1,15,14,15,9,14,5,12,7
146.5,-23.49893,15,9,1,15,14,15,9,14,5,12,7
147.5,-23.49893,15,9,1,15,14,15,9,14,5,12,7
148.5,-23.49893,18,9,1,18,16,18,10,16,6,13,8
149.5,-23.49893,22,13,1,24,19,24,14,21,7,17,11
150.5,-23.49893,18,11,NA,21,16,21,12,18,7,15,9
151.5,-23.49893,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
-70.5,-24.49893,2,2,NA,4,3,4,2,2,3,2,1
-69.5,-24.49893,2,2,NA,3,3,3,2,2,2,2,1
-68.5,-24.49893,2,2,NA,3,3,3,2,2,2,2,1
-67.5,-24.49893,3,2,NA,4,4,4,3,3,3,3,1
-66.5,-24.49893,7,5,3,9,8,9,7,8,6,7,4
-65.5,-24.49893,11,7,4,17,11,17,11,14,8,11,6
-64.5,-24.49893,16,10,6,21,14,21,14,18,12,14,10
-63.5,-24.49893,16,10,7,21,15,21,15,18,13,15,11
-62.5,-24.49893,14,9,5,19,13,19,13,15,12,13,10
-61.5,-24.49893,14,9,5,17,13,17,14,14,13,13,10
-60.5,-24.49893,15,9,5,21,13,21,15,16,13,14,10
-59.5,-24.49893,16,10,6,24,14,24,16,17,14,15,11
-58.5,-24.49893,20,12,7,32,17,32,20,23,17,19,14
-57.5,-24.49893,23,13,7,38,19,38,22,26,18,21,16
-56.5,-24.49893,22,11,6,39,18,39,21,26,16,20,14
-55.5,-24.49893,22,12,6,39,18,39,22,26,17,21,15
-54.5,-24.49893,23,13,7,41,19,41,23,27,18,22,16
-53.5,-24.49893,22,12,7,42,19,43,22,27,16,22,16
-52.5,-24.49893,23,11,6,47,19,48,22,29,17,22,16
-51.5,-24.49893,23,13,6,51,20,52,23,31,18,23,17
-50.5,-24.49893,22,12,5,52,18,53,22,31,18,22,16
-49.5,-24.49893,23,13,5,54,18,55,23,31,18,23,16
-48.5,-24.49893,23,13,5,54,18,55,23,32,18,24,16
-47.5,-24.49893,23,12,4,56,17,57,23,33,18,23,16
15.5,-24.49893,5,4,NA,7,6,7,4,7,3,5,3
16.5,-24.49893,5,4,NA,7,6,7,4,7,2,5,2
17.5,-24.49893,4,3,NA,5,4,5,4,5,1,4,2
18.5,-24.49893,3,2,NA,3,3,3,3,3,1,3,2
19.5,-24.49893,4,3,NA,4,4,4,3,4,1,2,2
20.5,-24.49893,3,2,NA,3,3,3,3,3,1,2,2
21.5,-24.49893,3,2,NA,3,3,3,3,3,1,2,2
22.5,-24.49893,3,2,NA,3,3,3,3,3,1,2,2
23.5,-24.49893,3,2,NA,3,3,3,3,3,1,2,2
24.5,-24.49893,4,3,NA,4,4,4,3,4,1,2,2
25.5,-24.49893,7,5,NA,7,6,7,5,7,1,4,3
26.5,-24.49893,12,9,1,12,11,12,9,12,3,8,6
27.5,-24.49893,13,8,NA,16,13,16,11,15,3,10,7
28.5,-24.49893,16,11,NA,19,16,19,13,18,5,13,9
29.5,-24.49893,18,14,NA,20,17,20,14,19,6,14,10
30.5,-24.49893,21,15,1,24,19,24,15,22,8,15,11
31.5,-24.49893,28,19,1,30,24,30,18,27,10,17,13
32.5,-24.49893,18,12,1,19,16,19,13,18,6,12,11
33.5,-24.49893,13,9,1,14,12,14,10,13,5,10,9
34.5,-24.49893,11,7,1,12,10,12,9,11,5,9,8
44.5,-24.49893,5,3,NA,8,4,8,4,6,4,3,2
45.5,-24.49893,5,3,NA,9,4,9,5,7,5,4,2
46.5,-24.49893,8,6,1,14,6,14,10,12,9,8,5
113.5,-24.49893,11,8,1,11,9,11,6,8,4,7,5
114.5,-24.49893,11,8,1,11,9,11,6,9,4,7,5
115.5,-24.49893,10,8,1,10,10,10,7,10,4,8,6
116.5,-24.49893,11,8,1,11,11,11,8,11,4,9,6
117.5,-24.49893,11,8,1,11,11,11,8,11,4,9,6
118.5,-24.49893,10,7,1,10,10,10,7,10,3,8,5
119.5,-24.49893,10,7,1,10,10,10,7,10,3,8,5
120.5,-24.49893,9,7,1,9,9,9,6,9,3,7,5
121.5,-24.49893,9,7,1,9,9,9,6,9,3,7,5
122.5,-24.49893,8,6,1,8,8,8,5,8,2,6,4
123.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
124.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
125.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
126.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
127.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
128.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
129.5,-24.49893,7,5,1,7,7,7,4,7,2,5,3
130.5,-24.49893,11,8,1,11,11,11,8,11,4,9,6
131.5,-24.49893,10,7,1,10,10,10,7,10,3,8,5
132.5,-24.49893,11,7,1,11,11,11,8,11,3,9,5
133.5,-24.49893,11,7,1,11,11,11,8,11,3,9,5
134.5,-24.49893,12,8,1,12,12,12,9,12,4,10,6
135.5,-24.49893,11,8,1,11,11,11,8,11,4,9,6
136.5,-24.49893,10,8,1,10,10,10,7,10,3,8,5
137.5,-24.49893,10,8,1,10,10,10,7,10,3,8,5
138.5,-24.49893,9,7,1,9,9,9,6,9,2,7,4
139.5,-24.49893,9,7,1,9,9,9,6,9,2,7,4
140.5,-24.49893,8,7,1,8,8,8,5,8,2,6,4
141.5,-24.49893,8,6,1,8,8,8,5,8,1,6,3
142.5,-24.49893,8,6,1,8,8,8,5,8,1,6,3
143.5,-24.49893,9,7,1,9,9,9,6,9,2,7,4
144.5,-24.49893,10,7,1,10,10,10,7,10,2,8,5
145.5,-24.49893,14,8,1,14,14,14,10,14,4,12,7
146.5,-24.49893,15,9,1,15,14,15,9,14,5,12,7
147.5,-24.49893,16,9,1,16,15,16,9,15,5,12,7
148.5,-24.49893,17,9,1,17,16,17,10,16,5,13,8
149.5,-24.49893,19,11,1,19,18,19,12,18,7,15,10
150.5,-24.49893,22,13,1,23,20,23,14,20,7,17,12
151.5,-24.49893,19,12,1,23,17,23,13,19,7,16,10
-70.5,-25.49893,2,2,NA,4,3,4,2,2,3,2,1
-69.5,-25.49893,2,2,NA,4,3,4,2,2,3,2,1
-68.5,-25.49893,2,2,NA,3,3,3,2,2,2,2,1
-67.5,-25.49893,3,2,NA,5,4,5,3,4,3,3,1
-66.5,-25.49893,8,5,3,11,8,11,7,10,6,7,4
-65.5,-25.49893,13,9,6,17,13,17,12,15,9,12,8
-64.5,-25.49893,17,11,7,20,15,20,15,17,13,15,11
-63.5,-25.49893,14,9,7,16,13,16,13,14,12,13,10
-62.5,-25.49893,12,7,5,14,11,14,11,12,10,11,8
-61.5,-25.49893,12,7,5,14,11,14,11,12,10,11,8
-60.5,-25.49893,13,8,5,19,12,19,13,15,11,13,9
-59.5,-25.49893,14,9,5,21,13,21,14,16,12,14,10
-58.5,-25.49893,20,11,6,27,16,27,18,21,15,18,13
-57.5,-25.49893,23,12,6,32,18,32,21,25,17,20,14
-56.5,-25.49893,23,13,7,38,18,38,23,26,18,22,15
-55.5,-25.49893,23,12,6,40,18,40,23,27,17,22,15
-54.5,-25.49893,24,13,7,41,20,41,22,29,17,22,16
-53.5,-25.49893,23,12,6,40,19,41,21,28,16,21,15
-52.5,-25.49893,22,12,6,42,19,43,21,28,15,21,15
-51.5,-25.49893,20,12,6,44,18,45,19,28,16,19,14
-50.5,-25.49893,20,11,6,46,17,47,19,28,15,19,13
-49.5,-25.49893,22,14,7,50,19,51,22,31,17,22,15
15.5,-25.49893,5,4,NA,6,6,6,4,6,3,5,3
16.5,-25.49893,6,4,NA,8,8,8,4,8,3,5,3
17.5,-25.49893,5,4,NA,5,5,5,5,5,1,4,3
18.5,-25.49893,4,3,NA,4,4,4,4,4,1,3,3
19.5,-25.49893,3,2,NA,3,3,3,3,3,1,2,2
20.5,-25.49893,3,2,NA,3,3,3,3,3,1,2,2
21.5,-25.49893,3,2,NA,3,3,3,3,3,1,2,2
22.5,-25.49893,3,2,NA,3,3,3,3,3,1,2,2
23.5,-25.49893,4,3,NA,4,4,4,4,4,1,3,3
24.5,-25.49893,5,4,NA,5,5,5,5,5,1,4,3
25.5,-25.49893,6,5,NA,6,6,6,5,6,1,4,3
26.5,-25.49893,8,7,NA,9,8,9,6,9,2,6,4
27.5,-25.49893,15,11,NA,16,14,16,11,16,4,11,7
28.5,-25.49893,15,11,NA,16,14,16,11,16,4,11,7
29.5,-25.49893,15,12,NA,17,14,17,12,16,4,12,8
30.5,-25.49893,16,11,NA,19,15,19,11,17,5,11,7
31.5,-25.49893,27,19,2,29,22,29,19,26,12,19,14
32.5,-25.49893,20,13,1,21,17,21,14,20,7,13,11
45.5,-25.49893,5,3,NA,8,4,8,4,6,5,3,3
114.5,-25.49893,9,7,1,9,8,9,5,7,4,6,4
115.5,-25.49893,8,6,1,8,8,8,5,8,3,6,4
116.5,-25.49893,9,7,1,9,9,9,6,9,4,7,5
117.5,-25.49893,9,7,1,9,9,9,6,9,4,7,5
118.5,-25.49893,10,7,1,10,10,10,7,10,3,8,5
119.5,-25.49893,9,7,1,9,9,9,6,9,3,7,5
120.5,-25.49893,9,7,1,9,9,9,6,9,3,7,5
121.5,-25.49893,9,7,1,9,9,9,6,9,3,7,5
122.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
123.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
124.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
125.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
126.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
127.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
128.5,-25.49893,7,5,1,7,7,7,4,7,2,5,3
129.5,-25.49893,9,6,1,9,9,9,6,9,3,7,4
130.5,-25.49893,11,7,1,11,11,11,8,11,3,9,5
131.5,-25.49893,11,7,1,11,11,11,8,11,3,9,5
132.5,-25.49893,11,7,1,11,11,11,8,11,3,9,5
133.5,-25.49893,11,7,1,11,11,11,8,11,3,9,5
134.5,-25.49893,12,8,1,12,12,12,9,12,4,10,6
135.5,-25.49893,10,8,1,10,10,10,7,10,3,8,5
136.5,-25.49893,10,8,1,10,10,10,7,10,3,8,5
137.5,-25.49893,10,8,1,10,10,10,7,10,3,8,5
138.5,-25.49893,9,7,1,9,9,9,6,9,2,7,4
139.5,-25.49893,8,7,1,8,8,8,5,8,2,6,4
140.5,-25.49893,8,7,1,8,8,8,5,8,2,6,4
141.5,-25.49893,8,7,1,8,8,8,5,8,2,6,4
142.5,-25.49893,9,7,1,9,9,9,6,9,2,7,4
143.5,-25.49893,9,7,1,9,9,9,6,9,2,7,4
144.5,-25.49893,10,7,1,10,10,10,7,10,2,8,5
145.5,-25.49893,11,7,1,11,11,11,8,11,2,9,5
146.5,-25.49893,13,9,1,13,12,13,8,12,3,10,5
147.5,-25.49893,15,10,1,15,14,15,9,14,5,12,6
148.5,-25.49893,16,10,1,16,15,16,10,15,5,13,7
149.5,-25.49893,17,11,1,17,16,17,11,16,5,14,8
150.5,-25.49893,22,13,1,22,20,22,14,20,8,17,11
151.5,-25.49893,22,15,1,24,20,24,15,21,7,18,12
152.5,-25.49893,21,14,2,23,18,23,14,19,8,17,11
-70.5,-26.49893,2,2,NA,4,3,4,2,2,3,2,1
-69.5,-26.49893,2,2,NA,4,3,4,2,2,3,2,1
-68.5,-26.49893,2,2,NA,3,3,3,2,2,2,2,1
-67.5,-26.49893,5,4,2,7,6,7,5,6,5,5,3
-66.5,-26.49893,8,5,3,10,8,10,7,9,6,7,4
-65.5,-26.49893,15,10,6,18,14,18,13,16,10,13,9
-64.5,-26.49893,14,9,6,17,13,17,12,15,10,12,8
-63.5,-26.49893,12,8,6,13,12,13,11,12,10,11,8
-62.5,-26.49893,11,6,5,13,10,13,10,11,9,10,7
-61.5,-26.49893,12,7,5,14,11,14,11,12,10,11,8
-60.5,-26.49893,12,7,5,17,11,17,12,13,10,12,8
-59.5,-26.49893,15,9,5,21,13,21,14,15,12,14,10
-58.5,-26.49893,20,12,6,28,16,28,18,22,16,18,14
-57.5,-26.49893,20,10,5,30,16,30,19,24,14,19,12
-56.5,-26.49893,20,10,5,32,16,32,19,24,14,19,12
-55.5,-26.49893,21,11,6,36,17,36,20,26,15,20,13
-54.5,-26.49893,25,14,6,39,20,39,23,29,18,23,16
-53.5,-26.49893,22,12,6,37,18,37,20,26,16,20,14
-52.5,-26.49893,20,11,6,37,16,38,19,25,14,19,12
-51.5,-26.49893,17,9,6,35,13,36,16,22,12,16,10
-50.5,-26.49893,18,9,6,38,15,39,17,25,13,17,11
-49.5,-26.49893,20,11,6,43,18,44,20,29,15,20,13
15.5,-26.49893,5,5,NA,6,6,6,4,6,2,5,2
16.5,-26.49893,3,3,NA,4,4,4,2,4,1,3,1
17.5,-26.49893,4,4,NA,5,5,5,3,5,1,4,1
18.5,-26.49893,4,4,NA,5,5,5,4,5,NA,3,2
19.5,-26.49893,3,2,NA,3,3,3,3,3,1,2,2
20.5,-26.49893,5,3,NA,5,5,5,4,5,1,3,2
21.5,-26.49893,4,3,NA,4,4,4,4,4,1,3,2
22.5,-26.49893,5,4,NA,5,5,5,5,5,1,4,2
23.5,-26.49893,6,5,NA,7,7,7,5,7,2,5,3
24.5,-26.49893,7,6,NA,7,7,7,6,7,2,6,3
25.5,-26.49893,8,7,NA,8,8,8,6,8,2,6,3
26.5,-26.49893,9,8,NA,10,9,10,7,10,3,7,5
27.5,-26.49893,10,8,NA,11,9,11,8,11,3,8,5
28.5,-26.49893,9,7,NA,10,9,10,6,10,3,6,4
29.5,-26.49893,8,7,NA,9,8,9,6,9,3,6,4
