"species","family","pred","virus"
"Kerivoula dongduongana","Vespertilionidae",204.459869384766,"EBOV"
"Kerivoula eriophora","Vespertilionidae",218.300018310547,"EBOV"
"Kerivoula flora","Vespertilionidae",209.370635986328,"EBOV"
"Kerivoula furva","Vespertilionidae",195.696929931641,"EBOV"
"Kerivoula hardwickii","Vespertilionidae",202.824005126953,"EBOV"
"Kerivoula intermedia","Vespertilionidae",233.606979370117,"EBOV"
"Kerivoula kachinensis","Vespertilionidae",212.478805541992,"EBOV"
"Kerivoula krauensis","Vespertilionidae",211.17399597168,"EBOV"
"Kerivoula lanosa","Vespertilionidae",243.011993408203,"EBOV"
"Kerivoula lenis","Vespertilionidae",206.420944213867,"EBOV"
"Kerivoula malpasi","Vespertilionidae",204.459869384766,"EBOV"
"Kerivoula minuta","Vespertilionidae",218.001708984375,"EBOV"
"Kerivoula muscina","Vespertilionidae",211.209091186523,"EBOV"
"Kerivoula myrella","Vespertilionidae",217.818969726562,"EBOV"
"Kerivoula papillosa","Vespertilionidae",226.507339477539,"EBOV"
"Kerivoula pellucida","Vespertilionidae",218.674224853516,"EBOV"
"Kerivoula phalaena","Vespertilionidae",238.090591430664,"EBOV"
"Kerivoula picta","Vespertilionidae",229.344329833984,"EBOV"
"Kerivoula smithii","Vespertilionidae",209.688018798828,"EBOV"
"Kerivoula titania","Vespertilionidae",237.441009521484,"EBOV"
"Kerivoula whiteheadi","Vespertilionidae",207.569488525391,"EBOV"
"Laephotis angolensis","Vespertilionidae",206.218521118164,"EBOV"
"Laephotis botswanae","Vespertilionidae",227.061676025391,"EBOV"
"Laephotis namibensis","Vespertilionidae",210.961318969727,"EBOV"
"Laephotis wintoni","Vespertilionidae",233.159149169922,"EBOV"
"Lampronycteris brachyotis","Phyllostomidae",162.561950683594,"EBOV"
"Lasionycteris noctivagans","Vespertilionidae",253.790954589844,"EBOV"
"Lasiurus atratus","Vespertilionidae",185.424179077148,"EBOV"
"Lasiurus blossevillii","Vespertilionidae",181.672058105469,"EBOV"
"Lasiurus borealis","Vespertilionidae",221.446487426758,"EBOV"
"Lasiurus castaneus","Vespertilionidae",226.044372558594,"EBOV"
"Lasiurus cinereus","Vespertilionidae",245.767272949219,"EBOV"
"Lasiurus degelidus","Vespertilionidae",198.974517822266,"EBOV"
"Lasiurus ebenus","Vespertilionidae",195.793899536133,"EBOV"
"Lasiurus ega","Vespertilionidae",235.644912719727,"EBOV"
"Lasiurus egregius","Vespertilionidae",206.413497924805,"EBOV"
"Lasiurus insularis","Vespertilionidae",206.187057495117,"EBOV"
"Lasiurus intermedius","Vespertilionidae",244.362533569336,"EBOV"
"Lasiurus minor","Vespertilionidae",187.622436523438,"EBOV"
"Lasiurus pfeifferi","Vespertilionidae",184.869277954102,"EBOV"
"Lasiurus salinae","Vespertilionidae",188.172607421875,"EBOV"
"Lasiurus seminolus","Vespertilionidae",216.760192871094,"EBOV"
"Lasiurus varius","Vespertilionidae",199.387222290039,"EBOV"
"Lasiurus xanthinus","Vespertilionidae",239.430572509766,"EBOV"
"Latidens salimalii","Pteropodidae",228.606903076172,"EBOV"
"Lavia frons","Megadermatidae",195.198837280273,"EBOV"
"Leptonycteris curasoae","Phyllostomidae",135.513946533203,"EBOV"
"Leptonycteris nivalis","Phyllostomidae",152.196655273438,"EBOV"
"Leptonycteris yerbabuenae","Phyllostomidae",169.002151489258,"EBOV"
"Lichonycteris degener","Phyllostomidae",150.063201904297,"EBOV"
"Lichonycteris obscura","Phyllostomidae",145.685760498047,"EBOV"
"Lionycteris spurrelli","Phyllostomidae",151.55256652832,"EBOV"
"Lissonycteris angolensis","Pteropodidae",260.487365722656,"EBOV"
"Lonchophylla bokermanni","Phyllostomidae",176.086669921875,"EBOV"
"Lonchophylla cadenai","Phyllostomidae",164.424682617188,"EBOV"
"Lonchophylla chocoana","Phyllostomidae",163.707962036133,"EBOV"
"Lonchophylla concava","Phyllostomidae",170.86882019043,"EBOV"
"Lonchophylla dekeyseri","Phyllostomidae",183.584075927734,"EBOV"
"Lonchophylla fornicata","Phyllostomidae",203.347732543945,"EBOV"
"Lonchophylla handleyi","Phyllostomidae",145.850555419922,"EBOV"
"Lonchophylla hesperia","Phyllostomidae",207.544937133789,"EBOV"
"Lonchophylla mordax","Phyllostomidae",199.006408691406,"EBOV"
"Lonchophylla orcesi","Phyllostomidae",173.831741333008,"EBOV"
"Lonchophylla orienticollina","Phyllostomidae",162.580535888672,"EBOV"
"Lonchophylla pattoni","Phyllostomidae",163.808883666992,"EBOV"
"Lonchophylla peracchii","Phyllostomidae",180.050643920898,"EBOV"
"Lonchophylla robusta","Phyllostomidae",148.453689575195,"EBOV"
"Lonchophylla thomasi","Phyllostomidae",163.689743041992,"EBOV"
"Lonchorhina aurita","Phyllostomidae",142.153411865234,"EBOV"
"Lonchorhina fernandezi","Phyllostomidae",134.988311767578,"EBOV"
"Lonchorhina inusitata","Phyllostomidae",168.428527832031,"EBOV"
"Lonchorhina marinkellei","Phyllostomidae",152.983810424805,"EBOV"
"Lonchorhina orinocensis","Phyllostomidae",148.683303833008,"EBOV"
"Lophostoma brasiliense","Phyllostomidae",138.300338745117,"EBOV"
"Lophostoma carrikeri","Phyllostomidae",181.282318115234,"EBOV"
"Lophostoma evotis","Phyllostomidae",166.960845947266,"EBOV"
"Lophostoma kalkoae","Phyllostomidae",155.548812866211,"EBOV"
"Lophostoma occidentalis","Phyllostomidae",170.06640625,"EBOV"
"Lophostoma schulzi","Phyllostomidae",155.207000732422,"EBOV"
"Lophostoma silvicolum","Phyllostomidae",167.018310546875,"EBOV"
"Lyroderma lyra","Megadermatidae",162.417739868164,"EBOV"
"Macroderma gigas","Megadermatidae",212.865127563477,"EBOV"
"Macroglossus minimus","Pteropodidae",190.645462036133,"EBOV"
"Macroglossus sobrinus","Pteropodidae",195.381439208984,"EBOV"
"Macronycteris commersoni","Hipposideridae",245.13639831543,"EBOV"
"Macronycteris gigas","Hipposideridae",254.311447143555,"EBOV"
"Macronycteris thomensis","Hipposideridae",219.422744750977,"EBOV"
"Macronycteris vittatus","Hipposideridae",236.486877441406,"EBOV"
"Macrophyllum macrophyllum","Phyllostomidae",177.307495117188,"EBOV"
"Macrotus californicus","Phyllostomidae",173.179336547852,"EBOV"
"Macrotus waterhousii","Phyllostomidae",174.228012084961,"EBOV"
"Megaderma spasma","Megadermatidae",143.764053344727,"EBOV"
"Megaerops ecaudatus","Pteropodidae",219.366394042969,"EBOV"
"Megaerops kusnotoi","Pteropodidae",242.551513671875,"EBOV"
"Megaerops niphanae","Pteropodidae",241.594497680664,"EBOV"
"Megaerops wetmorei","Pteropodidae",210.176635742188,"EBOV"
"Megaloglossus azagnyi","Pteropodidae",262.913269042969,"EBOV"
"Megaloglossus woermanni","Pteropodidae",265.623779296875,"EBOV"
"Melonycteris fardoulisi","Pteropodidae",179.937103271484,"EBOV"
"Melonycteris melanops","Pteropodidae",198.034042358398,"EBOV"
"Melonycteris woodfordi","Pteropodidae",178.934967041016,"EBOV"
"Mesophylla macconnelli","Phyllostomidae",147.630111694336,"EBOV"
"Micronycteris brosseti","Phyllostomidae",160.049362182617,"EBOV"
"Micronycteris buriri","Phyllostomidae",155.795837402344,"EBOV"
"Micronycteris giovanniae","Phyllostomidae",158.712310791016,"EBOV"
"Micronycteris hirsuta","Phyllostomidae",147.561401367188,"EBOV"
"Micronycteris matses","Phyllostomidae",150.716979980469,"EBOV"
"Micronycteris megalotis","Phyllostomidae",148.234909057617,"EBOV"
"Micronycteris microtis","Phyllostomidae",131.585342407227,"EBOV"
"Micronycteris minuta","Phyllostomidae",163.969650268555,"EBOV"
"Micronycteris sanborni","Phyllostomidae",152.582397460938,"EBOV"
"Micronycteris schmidtorum","Phyllostomidae",179.198120117188,"EBOV"
"Micronycteris yatesi","Phyllostomidae",155.118789672852,"EBOV"
"Micropteropus intermedius","Pteropodidae",263.099273681641,"EBOV"
"Micropteropus pusillus","Pteropodidae",279.760864257812,"EBOV"
"Mimetillus moloneyi","Vespertilionidae",261.971038818359,"EBOV"
"Mimon bennettii","Phyllostomidae",155.477081298828,"EBOV"
"Mimon cozumelae","Phyllostomidae",183.675567626953,"EBOV"
"Miniopterus aelleni","Miniopteridae",209.623733520508,"EBOV"
"Miniopterus africanus","Miniopteridae",216.152282714844,"EBOV"
"Miniopterus ambohitrensis","Miniopteridae",206.409210205078,"EBOV"
"Miniopterus australis","Miniopteridae",236.376754760742,"EBOV"
"Miniopterus brachytragos","Miniopteridae",217.306900024414,"EBOV"
"Miniopterus egeri","Miniopteridae",210.008285522461,"EBOV"
"Miniopterus fraterculus","Miniopteridae",242.209106445312,"EBOV"
"Miniopterus fuscus","Miniopteridae",205.605682373047,"EBOV"
"Miniopterus gleni","Miniopteridae",207.692031860352,"EBOV"
"Miniopterus griffithsi","Miniopteridae",234.836639404297,"EBOV"
"Miniopterus griveaudi","Miniopteridae",221.140899658203,"EBOV"
"Miniopterus inflatus","Miniopteridae",249.644775390625,"EBOV"
"Miniopterus macrocneme","Miniopteridae",197.438613891602,"EBOV"
"Miniopterus maghrebensis","Miniopteridae",212.519912719727,"EBOV"
"Miniopterus magnater","Miniopteridae",206.559265136719,"EBOV"
"Miniopterus mahafaliensis","Miniopteridae",203.781829833984,"EBOV"
"Miniopterus majori","Miniopteridae",217.673004150391,"EBOV"
"Miniopterus manavi","Miniopteridae",217.002243041992,"EBOV"
"Miniopterus medius","Miniopteridae",205.316421508789,"EBOV"
"Miniopterus minor","Miniopteridae",235.690338134766,"EBOV"
"Miniopterus natalensis","Miniopteridae",251.717803955078,"EBOV"
"Miniopterus newtoni","Miniopteridae",209.195007324219,"EBOV"
"Miniopterus pallidus","Miniopteridae",201.172790527344,"EBOV"
"Miniopterus paululus","Miniopteridae",212.898574829102,"EBOV"
"Miniopterus petersoni","Miniopteridae",217.589218139648,"EBOV"
"Miniopterus pusillus","Miniopteridae",226.121627807617,"EBOV"
"Miniopterus robustior","Miniopteridae",224.03271484375,"EBOV"
"Miniopterus schreibersii","Miniopteridae",230.559982299805,"EBOV"
"Miniopterus shortridgei","Miniopteridae",214.571380615234,"EBOV"
"Miniopterus sororculus","Miniopteridae",210.294784545898,"EBOV"
"Miniopterus tristis","Miniopteridae",219.455764770508,"EBOV"
"Mirimiri acrodonta","Pteropodidae",186.057250976562,"EBOV"
"Molossops aequatorianus","Molossidae",270.507415771484,"EBOV"
"Molossops mattogrossensis","Molossidae",302.317230224609,"EBOV"
"Molossops neglectus","Molossidae",285.266937255859,"EBOV"
"Molossops temminckii","Molossidae",321.119018554688,"EBOV"
"Molossus alvarezi","Molossidae",296.437774658203,"EBOV"
"Molossus aztecus","Molossidae",304.677154541016,"EBOV"
"Molossus bondae","Molossidae",288.934265136719,"EBOV"
"Molossus coibensis","Molossidae",324.852203369141,"EBOV"
"Molossus currentium","Molossidae",300.866485595703,"EBOV"
"Molossus molossus","Molossidae",328.715698242188,"EBOV"
"Molossus pretiosus","Molossidae",299.488739013672,"EBOV"
"Molossus rufus","Molossidae",319.572418212891,"EBOV"
"Molossus sinaloae","Molossidae",285.880096435547,"EBOV"
"Monophyllus plethodon","Phyllostomidae",156.521301269531,"EBOV"
"Monophyllus redmani","Phyllostomidae",115.779243469238,"EBOV"
"Mops bakarii","Molossidae",257.467315673828,"EBOV"
"Mops brachypterus","Molossidae",235.040817260742,"EBOV"
"Mops condylurus","Molossidae",320.843688964844,"EBOV"
"Mops congicus","Molossidae",299.541656494141,"EBOV"
"Mops demonstrator","Molossidae",287.968353271484,"EBOV"
"Mops leucostigma","Molossidae",223.715255737305,"EBOV"
"Mops midas","Molossidae",247.304794311523,"EBOV"
"Mops mops","Molossidae",306.931793212891,"EBOV"
"Mops nanulus","Molossidae",227.775268554688,"EBOV"
"Mops niangarae","Molossidae",205.653884887695,"EBOV"
"Mops niveiventer","Molossidae",318.800537109375,"EBOV"
"Mops petersoni","Molossidae",225.763153076172,"EBOV"
"Mops sarasinorum","Molossidae",243.66340637207,"EBOV"
"Mops spurrelli","Molossidae",263.586303710938,"EBOV"
"Mops thersites","Molossidae",256.384918212891,"EBOV"
"Mops trevori","Molossidae",218.154541015625,"EBOV"
"Mormoops blainvillei","Mormoopidae",212.080535888672,"EBOV"
"Mormoops megalophylla","Mormoopidae",156.170776367188,"EBOV"
"Mormopterus acetabulosus","Molossidae",282.581237792969,"EBOV"
"Mormopterus beccarii","Molossidae",300.369506835938,"EBOV"
"Mormopterus cobourgianus","Molossidae",298.240142822266,"EBOV"
"Mormopterus doriae","Molossidae",273.771759033203,"EBOV"
"Mormopterus eleryi","Molossidae",296.743133544922,"EBOV"
"Mormopterus francoismoutoui","Molossidae",265.785278320312,"EBOV"
"Mormopterus halli","Molossidae",284.183410644531,"EBOV"
"Mormopterus jugularis","Molossidae",257.175048828125,"EBOV"
"Mormopterus kalinowskii","Molossidae",216.105224609375,"EBOV"
"Mormopterus kitcheneri","Molossidae",269.471343994141,"EBOV"
"Mormopterus lumsdenae","Molossidae",297.366363525391,"EBOV"
"Mormopterus minutus","Molossidae",285.327392578125,"EBOV"
"Mormopterus norfolkensis","Molossidae",318.72314453125,"EBOV"
"Mormopterus phrudus","Molossidae",210.808334350586,"EBOV"
"Mormopterus planiceps","Molossidae",288.962585449219,"EBOV"
"Mormopterus ridei","Molossidae",287.267944335938,"EBOV"
"Mosia nigrescens","Emballonuridae",194.276916503906,"EBOV"
"Murina aenea","Vespertilionidae",223.263519287109,"EBOV"
"Murina annamitica","Vespertilionidae",227.177261352539,"EBOV"
"Murina aurata","Vespertilionidae",203.667434692383,"EBOV"
"Murina balaensis","Vespertilionidae",217.213668823242,"EBOV"
"Murina beelzebub","Vespertilionidae",222.882965087891,"EBOV"
"Murina bicolor","Vespertilionidae",205.246154785156,"EBOV"
"Murina chrysochaetes","Vespertilionidae",215.779541015625,"EBOV"
"Murina cyclotis","Vespertilionidae",240.406951904297,"EBOV"
"Murina eleryi","Vespertilionidae",221.096908569336,"EBOV"
"Murina feae","Vespertilionidae",250.962936401367,"EBOV"
"Murina fionae","Vespertilionidae",227.862686157227,"EBOV"
"Murina florium","Vespertilionidae",206.94807434082,"EBOV"
"Murina fusca","Vespertilionidae",203.175811767578,"EBOV"
"Murina gracilis","Vespertilionidae",207.386383056641,"EBOV"
"Murina guilleni","Vespertilionidae",223.892211914062,"EBOV"
"Murina harpioloides","Vespertilionidae",227.010665893555,"EBOV"
"Murina harrisoni","Vespertilionidae",237.692672729492,"EBOV"
"Murina hilgendorfi","Vespertilionidae",199.797576904297,"EBOV"
"Murina huttoni","Vespertilionidae",199.832290649414,"EBOV"
"Murina jaintiana","Vespertilionidae",198.59553527832,"EBOV"
"Murina leucogaster","Vespertilionidae",204.696060180664,"EBOV"
"Murina lorelieae","Vespertilionidae",227.72639465332,"EBOV"
"Murina peninsularis","Vespertilionidae",215.647308349609,"EBOV"
"Murina pluvialis","Vespertilionidae",208.872650146484,"EBOV"
"Murina puta","Vespertilionidae",215.84114074707,"EBOV"
"Murina recondita","Vespertilionidae",216.544891357422,"EBOV"
"Murina rozendaali","Vespertilionidae",208.063522338867,"EBOV"
"Murina ryukyuana","Vespertilionidae",211.775833129883,"EBOV"
"Murina shuipuensis","Vespertilionidae",223.304412841797,"EBOV"
"Murina suilla","Vespertilionidae",223.235549926758,"EBOV"
"Murina tenebrosa","Vespertilionidae",222.695739746094,"EBOV"
"Murina tubinaris","Vespertilionidae",218.918151855469,"EBOV"
"Murina ussuriensis","Vespertilionidae",218.541030883789,"EBOV"
"Murina walstoni","Vespertilionidae",230.086151123047,"EBOV"
"Musonycteris harrisoni","Phyllostomidae",171.740753173828,"EBOV"
"Myonycteris brachycephala","Pteropodidae",233.384063720703,"EBOV"
"Myonycteris leptodon","Pteropodidae",192.369613647461,"EBOV"
"Myonycteris relicta","Pteropodidae",251.963928222656,"EBOV"
"Myonycteris torquata","Pteropodidae",248.732635498047,"EBOV"
"Myopterus daubentonii","Molossidae",281.664764404297,"EBOV"
"Myopterus whitleyi","Molossidae",282.266265869141,"EBOV"
"Myotis adversus","Vespertilionidae",253.045501708984,"EBOV"
"Myotis aelleni","Vespertilionidae",225.702896118164,"EBOV"
"Myotis albescens","Vespertilionidae",231.292587280273,"EBOV"
"Myotis alcathoe","Vespertilionidae",240.491958618164,"EBOV"
"Myotis altarium","Vespertilionidae",242.129821777344,"EBOV"
"Myotis anjouanensis","Vespertilionidae",236.012939453125,"EBOV"
"Myotis annamiticus","Vespertilionidae",256.629302978516,"EBOV"
"Myotis annatessae","Vespertilionidae",202.886581420898,"EBOV"
"Myotis annectans","Vespertilionidae",238.009704589844,"EBOV"
"Myotis atacamensis","Vespertilionidae",187.699844360352,"EBOV"
"Myotis ater","Vespertilionidae",260.338806152344,"EBOV"
"Myotis aurascens","Vespertilionidae",236.896713256836,"EBOV"
"Myotis auriculus","Vespertilionidae",210.316864013672,"EBOV"
"Myotis australis","Vespertilionidae",256.200103759766,"EBOV"
"Myotis austroriparius","Vespertilionidae",228.148941040039,"EBOV"
"Myotis badius","Vespertilionidae",227.207565307617,"EBOV"
"Myotis bechsteinii","Vespertilionidae",242.804153442383,"EBOV"
"Myotis blythii","Vespertilionidae",260.462188720703,"EBOV"
"Myotis bocagii","Vespertilionidae",236.654434204102,"EBOV"
"Myotis bombinus","Vespertilionidae",256.562225341797,"EBOV"
"Myotis borneoensis","Vespertilionidae",245.206344604492,"EBOV"
"Myotis brandtii","Vespertilionidae",252.24577331543,"EBOV"
"Myotis bucharensis","Vespertilionidae",227.587280273438,"EBOV"
"Myotis californicus","Vespertilionidae",251.916656494141,"EBOV"
"Myotis capaccinii","Vespertilionidae",269.974426269531,"EBOV"
"Myotis chiloensis","Vespertilionidae",215.926544189453,"EBOV"
"Myotis chinensis","Vespertilionidae",261.560729980469,"EBOV"
"Myotis ciliolabrum","Vespertilionidae",235.871780395508,"EBOV"
"Myotis cobanensis","Vespertilionidae",235.110580444336,"EBOV"
"Myotis csorbai","Vespertilionidae",224.098739624023,"EBOV"
"Myotis dasycneme","Vespertilionidae",233.519012451172,"EBOV"
"Myotis daubentonii","Vespertilionidae",259.390625,"EBOV"
"Myotis davidii","Vespertilionidae",280.000671386719,"EBOV"
"Myotis dieteri","Vespertilionidae",237.345962524414,"EBOV"
"Myotis diminutus","Vespertilionidae",216.779388427734,"EBOV"
"Myotis dinellii","Vespertilionidae",224.265396118164,"EBOV"
"Myotis dominicensis","Vespertilionidae",236.071105957031,"EBOV"
"Myotis elegans","Vespertilionidae",215.006317138672,"EBOV"
"Myotis emarginatus","Vespertilionidae",225.447219848633,"EBOV"
"Myotis escalerai","Vespertilionidae",238.007553100586,"EBOV"
"Myotis evotis","Vespertilionidae",233.086471557617,"EBOV"
"Myotis federatus","Vespertilionidae",242.10319519043,"EBOV"
"Myotis fimbriatus","Vespertilionidae",236.428192138672,"EBOV"
"Myotis findleyi","Vespertilionidae",213.833099365234,"EBOV"
"Myotis formosus","Vespertilionidae",219.248840332031,"EBOV"
"Myotis fortidens","Vespertilionidae",251.899719238281,"EBOV"
"Myotis frater","Vespertilionidae",262.301940917969,"EBOV"
"Myotis gomantongensis","Vespertilionidae",235.066650390625,"EBOV"
"Myotis goudoti","Vespertilionidae",229.292434692383,"EBOV"
"Myotis grisescens","Vespertilionidae",249.30793762207,"EBOV"
"Myotis hajastanicus","Vespertilionidae",254.905914306641,"EBOV"
"Myotis hasseltii","Vespertilionidae",229.080764770508,"EBOV"
"Myotis hermani","Vespertilionidae",211.315277099609,"EBOV"
"Myotis horsfieldii","Vespertilionidae",225.764678955078,"EBOV"
"Myotis ikonnikovi","Vespertilionidae",238.260635375977,"EBOV"
"Myotis indochinensis","Vespertilionidae",205.050643920898,"EBOV"
"Myotis insularum","Vespertilionidae",210.497589111328,"EBOV"
"Myotis izecksohni","Vespertilionidae",239.565322875977,"EBOV"
"Myotis keaysi","Vespertilionidae",224.404876708984,"EBOV"
"Myotis keenii","Vespertilionidae",248.250549316406,"EBOV"
"Myotis laniger","Vespertilionidae",258.970520019531,"EBOV"
"Myotis lavali","Vespertilionidae",219.000823974609,"EBOV"
"Myotis leibii","Vespertilionidae",227.985046386719,"EBOV"
"Myotis levis","Vespertilionidae",227.435607910156,"EBOV"
"Myotis longicaudatus","Vespertilionidae",254.285797119141,"EBOV"
"Myotis longipes","Vespertilionidae",253.337951660156,"EBOV"
"Myotis lucifugus","Vespertilionidae",245.009429931641,"EBOV"
