"species","family","pred","virus"
"Pteralopex pulchra","Pteropodidae",133.964492797852,"RESTV"
"Pteralopex taki","Pteropodidae",160.947692871094,"RESTV"
"Pteronotus davyi","Mormoopidae",166.505294799805,"RESTV"
"Pteronotus gymnonotus","Mormoopidae",125.912963867188,"RESTV"
"Pteronotus macleayii","Mormoopidae",154.016098022461,"RESTV"
"Pteronotus mesoamericanus","Mormoopidae",204.757965087891,"RESTV"
"Pteronotus paraguanensis","Mormoopidae",139.046951293945,"RESTV"
"Pteronotus parnellii","Mormoopidae",156.100372314453,"RESTV"
"Pteronotus personatus","Mormoopidae",145.000732421875,"RESTV"
"Pteronotus quadridens","Mormoopidae",83.4080047607422,"RESTV"
"Pteronotus rubiginosus","Mormoopidae",175.332382202148,"RESTV"
"Pteropus admiralitatum","Pteropodidae",99.6452331542969,"RESTV"
"Pteropus aldabrensis","Pteropodidae",112.274101257324,"RESTV"
"Pteropus alecto","Pteropodidae",96.7822799682617,"RESTV"
"Pteropus allenorum","Pteropodidae",212.749649047852,"RESTV"
"Pteropus anetianus","Pteropodidae",134.186218261719,"RESTV"
"Pteropus aruensis","Pteropodidae",182.788055419922,"RESTV"
"Pteropus brunneus","Pteropodidae",194.499542236328,"RESTV"
"Pteropus caniceps","Pteropodidae",76.3818511962891,"RESTV"
"Pteropus capistratus","Pteropodidae",189.074523925781,"RESTV"
"Pteropus chrysoproctus","Pteropodidae",193.393600463867,"RESTV"
"Pteropus cognatus","Pteropodidae",124.411865234375,"RESTV"
"Pteropus conspicillatus","Pteropodidae",125.94807434082,"RESTV"
"Pteropus coxi","Pteropodidae",217.680465698242,"RESTV"
"Pteropus dasymallus","Pteropodidae",111.811012268066,"RESTV"
"Pteropus ennisae","Pteropodidae",170.340301513672,"RESTV"
"Pteropus faunulus","Pteropodidae",111.311233520508,"RESTV"
"Pteropus fundatus","Pteropodidae",116.338661193848,"RESTV"
"Pteropus giganteus","Pteropodidae",85.6369476318359,"RESTV"
"Pteropus gilliardorum","Pteropodidae",76.2117767333984,"RESTV"
"Pteropus griseus","Pteropodidae",100.035690307617,"RESTV"
"Pteropus howensis","Pteropodidae",118.504287719727,"RESTV"
"Pteropus hypomelanus","Pteropodidae",130.920120239258,"RESTV"
"Pteropus intermedius","Pteropodidae",106.085571289062,"RESTV"
"Pteropus keyensis","Pteropodidae",135.627258300781,"RESTV"
"Pteropus leucopterus","Pteropodidae",179.596405029297,"RESTV"
"Pteropus livingstonii","Pteropodidae",110.69645690918,"RESTV"
"Pteropus lombocensis","Pteropodidae",111.858924865723,"RESTV"
"Pteropus loochoensis","Pteropodidae",207.77082824707,"RESTV"
"Pteropus lylei","Pteropodidae",111.322509765625,"RESTV"
"Pteropus macrotis","Pteropodidae",115.247283935547,"RESTV"
"Pteropus mahaganus","Pteropodidae",113.797454833984,"RESTV"
"Pteropus mariannus","Pteropodidae",123.341339111328,"RESTV"
"Pteropus melanopogon","Pteropodidae",131.329788208008,"RESTV"
"Pteropus melanotus","Pteropodidae",109.49781036377,"RESTV"
"Pteropus molossinus","Pteropodidae",139.126129150391,"RESTV"
"Pteropus neohibernicus","Pteropodidae",96.2707290649414,"RESTV"
"Pteropus niger","Pteropodidae",101.717704772949,"RESTV"
"Pteropus nitendiensis","Pteropodidae",180.190155029297,"RESTV"
"Pteropus ocularis","Pteropodidae",131.004776000977,"RESTV"
"Pteropus ornatus","Pteropodidae",106.733306884766,"RESTV"
"Pteropus pelagicus","Pteropodidae",134.831314086914,"RESTV"
"Pteropus pelewensis","Pteropodidae",126.321479797363,"RESTV"
"Pteropus personatus","Pteropodidae",92.7729873657227,"RESTV"
"Pteropus pilosus","Pteropodidae",142.242141723633,"RESTV"
"Pteropus pohlei","Pteropodidae",119.50057220459,"RESTV"
"Pteropus poliocephalus","Pteropodidae",139.811874389648,"RESTV"
"Pteropus pselaphon","Pteropodidae",122.672981262207,"RESTV"
"Pteropus pumilus","Pteropodidae",100.607704162598,"RESTV"
"Pteropus rayneri","Pteropodidae",144.470932006836,"RESTV"
"Pteropus rennelli","Pteropodidae",138.943939208984,"RESTV"
"Pteropus rodricensis","Pteropodidae",127.684280395508,"RESTV"
"Pteropus rufus","Pteropodidae",100.852729797363,"RESTV"
"Pteropus samoensis","Pteropodidae",180.209396362305,"RESTV"
"Pteropus scapulatus","Pteropodidae",207.781616210938,"RESTV"
"Pteropus seychellensis","Pteropodidae",114.531211853027,"RESTV"
"Pteropus speciosus","Pteropodidae",101.131446838379,"RESTV"
"Pteropus subniger","Pteropodidae",134.396026611328,"RESTV"
"Pteropus temminckii","Pteropodidae",128.439910888672,"RESTV"
"Pteropus tokudae","Pteropodidae",142.87141418457,"RESTV"
"Pteropus tonganus","Pteropodidae",124.594818115234,"RESTV"
"Pteropus tuberculatus","Pteropodidae",163.990356445312,"RESTV"
"Pteropus ualanus","Pteropodidae",188.331253051758,"RESTV"
"Pteropus vampyrus","Pteropodidae",110.894355773926,"RESTV"
"Pteropus vetulus","Pteropodidae",144.88232421875,"RESTV"
"Pteropus voeltzkowi","Pteropodidae",113.870948791504,"RESTV"
"Pteropus woodfordi","Pteropodidae",134.647583007812,"RESTV"
"Pygoderma bilabiatum","Phyllostomidae",120.008506774902,"RESTV"
"Rhinolophus acuminatus","Rhinolophidae",120.100173950195,"RESTV"
"Rhinolophus adami","Rhinolophidae",181.651733398438,"RESTV"
"Rhinolophus affinis","Rhinolophidae",165.262741088867,"RESTV"
"Rhinolophus alcyone","Rhinolophidae",131.39436340332,"RESTV"
"Rhinolophus arcuatus","Rhinolophidae",159.482681274414,"RESTV"
"Rhinolophus beddomei","Rhinolophidae",191.034545898438,"RESTV"
"Rhinolophus belligerator","Rhinolophidae",178.270431518555,"RESTV"
"Rhinolophus blasii","Rhinolophidae",260.971771240234,"RESTV"
"Rhinolophus bocharicus","Rhinolophidae",177.897491455078,"RESTV"
"Rhinolophus borneensis","Rhinolophidae",65.3232421875,"RESTV"
"Rhinolophus canuti","Rhinolophidae",196.455184936523,"RESTV"
"Rhinolophus capensis","Rhinolophidae",293.824798583984,"RESTV"
"Rhinolophus celebensis","Rhinolophidae",110.579292297363,"RESTV"
"Rhinolophus chiewkweeae","Rhinolophidae",172.201171875,"RESTV"
"Rhinolophus clivosus","Rhinolophidae",286.602661132812,"RESTV"
"Rhinolophus coelophyllus","Rhinolophidae",168.567687988281,"RESTV"
"Rhinolophus cognatus","Rhinolophidae",106.419372558594,"RESTV"
"Rhinolophus cohenae","Rhinolophidae",224.875411987305,"RESTV"
"Rhinolophus convexus","Rhinolophidae",118.685974121094,"RESTV"
"Rhinolophus creaghi","Rhinolophidae",155.624923706055,"RESTV"
"Rhinolophus damarensis","Rhinolophidae",231.59587097168,"RESTV"
"Rhinolophus darlingi","Rhinolophidae",278.757537841797,"RESTV"
"Rhinolophus deckenii","Rhinolophidae",153.90869140625,"RESTV"
"Rhinolophus denti","Rhinolophidae",273.160278320312,"RESTV"
"Rhinolophus eloquens","Rhinolophidae",229.289993286133,"RESTV"
"Rhinolophus euryale","Rhinolophidae",240.883590698242,"RESTV"
"Rhinolophus euryotis","Rhinolophidae",149.038711547852,"RESTV"
"Rhinolophus ferrumequinum","Rhinolophidae",248.334518432617,"RESTV"
"Rhinolophus formosae","Rhinolophidae",228.186370849609,"RESTV"
"Rhinolophus fumigatus","Rhinolophidae",266.242523193359,"RESTV"
"Rhinolophus guineensis","Rhinolophidae",124.278953552246,"RESTV"
"Rhinolophus hildebrandtii","Rhinolophidae",263.648681640625,"RESTV"
"Rhinolophus hilli","Rhinolophidae",136.561218261719,"RESTV"
"Rhinolophus hillorum","Rhinolophidae",130.236755371094,"RESTV"
"Rhinolophus hipposideros","Rhinolophidae",57.8019981384277,"RESTV"
"Rhinolophus huananus","Rhinolophidae",154.554244995117,"RESTV"
"Rhinolophus indorouxii","Rhinolophidae",170.553802490234,"RESTV"
"Rhinolophus inops","Rhinolophidae",183.506607055664,"RESTV"
"Rhinolophus kahuzi","Rhinolophidae",250.633163452148,"RESTV"
"Rhinolophus keyensis","Rhinolophidae",170.676330566406,"RESTV"
"Rhinolophus landeri","Rhinolophidae",134.159103393555,"RESTV"
"Rhinolophus lepidus","Rhinolophidae",87.8877410888672,"RESTV"
"Rhinolophus luctus","Rhinolophidae",186.285629272461,"RESTV"
"Rhinolophus mabuensis","Rhinolophidae",254.7841796875,"RESTV"
"Rhinolophus maclaudi","Rhinolophidae",256.244445800781,"RESTV"
"Rhinolophus macrotis","Rhinolophidae",100.817718505859,"RESTV"
"Rhinolophus madurensis","Rhinolophidae",242.760513305664,"RESTV"
"Rhinolophus maendeleo","Rhinolophidae",173.875274658203,"RESTV"
"Rhinolophus malayanus","Rhinolophidae",88.3417434692383,"RESTV"
"Rhinolophus marshalli","Rhinolophidae",107.47159576416,"RESTV"
"Rhinolophus mcintyrei","Rhinolophidae",156.791458129883,"RESTV"
"Rhinolophus megaphyllus","Rhinolophidae",120.658355712891,"RESTV"
"Rhinolophus mehelyi","Rhinolophidae",242.396911621094,"RESTV"
"Rhinolophus microglobosus","Rhinolophidae",182.645065307617,"RESTV"
"Rhinolophus mitratus","Rhinolophidae",199.53564453125,"RESTV"
"Rhinolophus montanus","Rhinolophidae",167.380355834961,"RESTV"
"Rhinolophus mossambicus","Rhinolophidae",257.552581787109,"RESTV"
"Rhinolophus nereis","Rhinolophidae",182.09294128418,"RESTV"
"Rhinolophus osgoodi","Rhinolophidae",236.415283203125,"RESTV"
"Rhinolophus paradoxolophus","Rhinolophidae",135.398406982422,"RESTV"
"Rhinolophus pearsonii","Rhinolophidae",172.356567382812,"RESTV"
"Rhinolophus perditus","Rhinolophidae",88.3329162597656,"RESTV"
"Rhinolophus philippinensis","Rhinolophidae",116.099548339844,"RESTV"
"Rhinolophus proconsulis","Rhinolophidae",181.735900878906,"RESTV"
"Rhinolophus pusillus","Rhinolophidae",92.7344436645508,"RESTV"
"Rhinolophus rex","Rhinolophidae",131.990386962891,"RESTV"
"Rhinolophus robinsoni","Rhinolophidae",110.988655090332,"RESTV"
"Rhinolophus rouxii","Rhinolophidae",191.442855834961,"RESTV"
"Rhinolophus rufus","Rhinolophidae",230.357955932617,"RESTV"
"Rhinolophus ruwenzorii","Rhinolophidae",227.483947753906,"RESTV"
"Rhinolophus sakejiensis","Rhinolophidae",195.289428710938,"RESTV"
"Rhinolophus schnitzleri","Rhinolophidae",185.96159362793,"RESTV"
"Rhinolophus sedulus","Rhinolophidae",201.605133056641,"RESTV"
"Rhinolophus shameli","Rhinolophidae",160.206207275391,"RESTV"
"Rhinolophus shortridgei","Rhinolophidae",192.064834594727,"RESTV"
"Rhinolophus siamensis","Rhinolophidae",128.327819824219,"RESTV"
"Rhinolophus silvestris","Rhinolophidae",240.973999023438,"RESTV"
"Rhinolophus simulator","Rhinolophidae",271.890655517578,"RESTV"
"Rhinolophus sinicus","Rhinolophidae",131.529220581055,"RESTV"
"Rhinolophus smithersi","Rhinolophidae",239.434600830078,"RESTV"
"Rhinolophus stheno","Rhinolophidae",174.037658691406,"RESTV"
"Rhinolophus subbadius","Rhinolophidae",222.218902587891,"RESTV"
"Rhinolophus subrufus","Rhinolophidae",182.475036621094,"RESTV"
"Rhinolophus swinnyi","Rhinolophidae",232.39973449707,"RESTV"
"Rhinolophus tatar","Rhinolophidae",176.742523193359,"RESTV"
"Rhinolophus thailandensis","Rhinolophidae",220.342376708984,"RESTV"
"Rhinolophus thomasi","Rhinolophidae",124.539863586426,"RESTV"
"Rhinolophus trifoliatus","Rhinolophidae",216.595062255859,"RESTV"
"Rhinolophus virgo","Rhinolophidae",62.135799407959,"RESTV"
"Rhinolophus willardi","Rhinolophidae",148.925582885742,"RESTV"
"Rhinolophus xinanzhongguoensis","Rhinolophidae",220.197631835938,"RESTV"
"Rhinolophus yunanensis","Rhinolophidae",173.215301513672,"RESTV"
"Rhinolophus ziama","Rhinolophidae",202.586364746094,"RESTV"
"Rhinonicteris aurantia","Hipposideridae",287.279754638672,"RESTV"
"Rhinophylla alethina","Phyllostomidae",99.6276626586914,"RESTV"
"Rhinophylla fischerae","Phyllostomidae",131.155166625977,"RESTV"
"Rhinophylla pumilio","Phyllostomidae",115.195770263672,"RESTV"
"Rhinopoma cystops","Rhinopomatidae",188.941528320312,"RESTV"
"Rhinopoma hadramauticum","Rhinopomatidae",184.640716552734,"RESTV"
"Rhinopoma hardwickii","Rhinopomatidae",166.515396118164,"RESTV"
"Rhinopoma macinnesi","Rhinopomatidae",193.456817626953,"RESTV"
"Rhinopoma microphyllum","Rhinopomatidae",187.20524597168,"RESTV"
"Rhinopoma muscatellum","Rhinopomatidae",172.038803100586,"RESTV"
"Rhogeessa aeneus","Vespertilionidae",126.57103729248,"RESTV"
"Rhogeessa bickhami","Vespertilionidae",127.171318054199,"RESTV"
"Rhogeessa genowaysi","Vespertilionidae",151.9306640625,"RESTV"
"Rhogeessa hussoni","Vespertilionidae",129.979690551758,"RESTV"
"Rhogeessa io","Vespertilionidae",125.432716369629,"RESTV"
"Rhogeessa menchuae","Vespertilionidae",98.1935806274414,"RESTV"
"Rhogeessa minutilla","Vespertilionidae",140.726867675781,"RESTV"
"Rhogeessa mira","Vespertilionidae",144.498718261719,"RESTV"
"Rhogeessa parvula","Vespertilionidae",140.428955078125,"RESTV"
"Rhogeessa tumida","Vespertilionidae",153.242401123047,"RESTV"
"Rhogeessa velilla","Vespertilionidae",145.472412109375,"RESTV"
"Rhynchonycteris naso","Emballonuridae",259.748443603516,"RESTV"
"Rhyneptesicus nasutus","Vespertilionidae",173.350051879883,"RESTV"
"Rousettus aegyptiacus","Pteropodidae",312.349609375,"RESTV"
"Rousettus amplexicaudatus","Pteropodidae",294.356719970703,"RESTV"
"Rousettus celebensis","Pteropodidae",213.144668579102,"RESTV"
"Rousettus lanosus","Pteropodidae",260.208709716797,"RESTV"
"Rousettus leschenaultii","Pteropodidae",316.553131103516,"RESTV"
"Rousettus linduensis","Pteropodidae",303.964569091797,"RESTV"
"Rousettus madagascariensis","Pteropodidae",257.423706054688,"RESTV"
"Rousettus obliviosus","Pteropodidae",270.946807861328,"RESTV"
"Rousettus spinalatus","Pteropodidae",304.285827636719,"RESTV"
"Saccolaimus flaviventris","Emballonuridae",266.484710693359,"RESTV"
"Saccolaimus mixtus","Emballonuridae",221.320495605469,"RESTV"
"Saccolaimus peli","Emballonuridae",238.477416992188,"RESTV"
"Saccolaimus saccolaimus","Emballonuridae",242.405517578125,"RESTV"
"Saccopteryx antioquensis","Emballonuridae",219.838607788086,"RESTV"
"Saccopteryx bilineata","Emballonuridae",267.689544677734,"RESTV"
"Saccopteryx canescens","Emballonuridae",226.305328369141,"RESTV"
"Saccopteryx gymnura","Emballonuridae",198.997283935547,"RESTV"
"Saccopteryx leptura","Emballonuridae",230.047821044922,"RESTV"
"Sauromys petrophilus","Molossidae",314.141784667969,"RESTV"
"Scleronycteris ega","Phyllostomidae",95.6152267456055,"RESTV"
"Scoteanax rueppellii","Vespertilionidae",288.219665527344,"RESTV"
"Scotoecus albofuscus","Vespertilionidae",277.710113525391,"RESTV"
"Scotoecus hirundo","Vespertilionidae",233.089065551758,"RESTV"
"Scotoecus pallidus","Vespertilionidae",169.455520629883,"RESTV"
"Scotomanes ornatus","Vespertilionidae",199.869476318359,"RESTV"
"Scotonycteris bergmansi","Pteropodidae",196.684997558594,"RESTV"
"Scotonycteris occidentalis","Pteropodidae",166.335067749023,"RESTV"
"Scotonycteris ophiodon","Pteropodidae",227.941543579102,"RESTV"
"Scotonycteris zenkeri","Pteropodidae",188.885635375977,"RESTV"
"Scotophilus andrewreborii","Vespertilionidae",209.136993408203,"RESTV"
"Scotophilus borbonicus","Vespertilionidae",237.498138427734,"RESTV"
"Scotophilus celebensis","Vespertilionidae",233.535110473633,"RESTV"
"Scotophilus collinus","Vespertilionidae",221.961700439453,"RESTV"
"Scotophilus dinganii","Vespertilionidae",275.483734130859,"RESTV"
"Scotophilus ejetai","Vespertilionidae",199.867202758789,"RESTV"
"Scotophilus heathii","Vespertilionidae",224.322372436523,"RESTV"
"Scotophilus kuhlii","Vespertilionidae",227.635482788086,"RESTV"
"Scotophilus leucogaster","Vespertilionidae",269.100250244141,"RESTV"
"Scotophilus livingstonii","Vespertilionidae",202.394897460938,"RESTV"
"Scotophilus marovaza","Vespertilionidae",226.270141601562,"RESTV"
"Scotophilus nigrita","Vespertilionidae",260.591156005859,"RESTV"
"Scotophilus nucella","Vespertilionidae",228.354949951172,"RESTV"
"Scotophilus nux","Vespertilionidae",233.382141113281,"RESTV"
"Scotophilus robustus","Vespertilionidae",189.781845092773,"RESTV"
"Scotophilus tandrefana","Vespertilionidae",239.231185913086,"RESTV"
"Scotophilus trujilloi","Vespertilionidae",204.587417602539,"RESTV"
"Scotophilus viridis","Vespertilionidae",280.022521972656,"RESTV"
"Scotorepens balstoni","Vespertilionidae",233.842178344727,"RESTV"
"Scotorepens greyii","Vespertilionidae",250.893310546875,"RESTV"
"Scotorepens orion","Vespertilionidae",269.365814208984,"RESTV"
"Scotorepens sanborni","Vespertilionidae",194.596282958984,"RESTV"
"Scotozous dormeri","Vespertilionidae",215.299392700195,"RESTV"
"Sphaerias blanfordi","Pteropodidae",206.661376953125,"RESTV"
"Sphaeronycteris toxophyllum","Phyllostomidae",93.8357391357422,"RESTV"
"Stenoderma rufum","Phyllostomidae",81.4654388427734,"RESTV"
"Sturnira angeli","Phyllostomidae",108.681800842285,"RESTV"
"Sturnira aratathomasi","Phyllostomidae",114.982063293457,"RESTV"
"Sturnira bakeri","Phyllostomidae",105.227630615234,"RESTV"
"Sturnira bidens","Phyllostomidae",127.17195892334,"RESTV"
"Sturnira bogotensis","Phyllostomidae",125.704284667969,"RESTV"
"Sturnira burtonlimi","Phyllostomidae",145.732925415039,"RESTV"
"Sturnira erythromos","Phyllostomidae",135.550048828125,"RESTV"
"Sturnira hondurensis","Phyllostomidae",136.652954101562,"RESTV"
"Sturnira koopmanhilli","Phyllostomidae",139.298095703125,"RESTV"
"Sturnira lilium","Phyllostomidae",138.0126953125,"RESTV"
"Sturnira ludovici","Phyllostomidae",135.276611328125,"RESTV"
"Sturnira luisi","Phyllostomidae",125.735260009766,"RESTV"
"Sturnira magna","Phyllostomidae",148.513595581055,"RESTV"
"Sturnira mistratensis","Phyllostomidae",124.313354492188,"RESTV"
"Sturnira mordax","Phyllostomidae",127.518013000488,"RESTV"
"Sturnira nana","Phyllostomidae",97.8012619018555,"RESTV"
"Sturnira oporaphilum","Phyllostomidae",111.368423461914,"RESTV"
"Sturnira parvidens","Phyllostomidae",139.128326416016,"RESTV"
"Sturnira paulsoni","Phyllostomidae",143.907760620117,"RESTV"
"Sturnira perla","Phyllostomidae",144.465759277344,"RESTV"
"Sturnira sorianoi","Phyllostomidae",148.094223022461,"RESTV"
"Sturnira tildae","Phyllostomidae",125.920852661133,"RESTV"
"Styloctenium mindorensis","Pteropodidae",219.331451416016,"RESTV"
"Styloctenium wallacei","Pteropodidae",241.216888427734,"RESTV"
"Submyotodon latirostris","Vespertilionidae",204.596343994141,"RESTV"
"Syconycteris australis","Pteropodidae",192.434020996094,"RESTV"
"Syconycteris carolinae","Pteropodidae",169.305297851562,"RESTV"
"Syconycteris hobbit","Pteropodidae",142.359786987305,"RESTV"
"Tadarida aegyptiaca","Molossidae",251.230377197266,"RESTV"
"Tadarida brasiliensis","Molossidae",329.381439208984,"RESTV"
"Tadarida fulminans","Molossidae",296.627899169922,"RESTV"
"Tadarida insignis","Molossidae",302.31201171875,"RESTV"
"Tadarida latouchei","Molossidae",326.028930664062,"RESTV"
"Tadarida lobata","Molossidae",294.101837158203,"RESTV"
"Tadarida teniotis","Molossidae",317.216552734375,"RESTV"
"Tadarida ventralis","Molossidae",259.387939453125,"RESTV"
"Taphozous achates","Emballonuridae",256.025970458984,"RESTV"
"Taphozous australis","Emballonuridae",238.51953125,"RESTV"
"Taphozous georgianus","Emballonuridae",262.419342041016,"RESTV"
"Taphozous hamiltoni","Emballonuridae",253.950103759766,"RESTV"
"Taphozous hildegardeae","Emballonuridae",247.337615966797,"RESTV"
"Taphozous hilli","Emballonuridae",252.821655273438,"RESTV"
"Taphozous kapalgensis","Emballonuridae",221.249221801758,"RESTV"
"Taphozous longimanus","Emballonuridae",191.335235595703,"RESTV"
"Taphozous mauritianus","Emballonuridae",254.571807861328,"RESTV"
"Taphozous melanopogon","Emballonuridae",225.130111694336,"RESTV"
"Taphozous nudiventris","Emballonuridae",291.638824462891,"RESTV"
"Taphozous perforatus","Emballonuridae",299.801330566406,"RESTV"
"Taphozous theobaldi","Emballonuridae",208.561965942383,"RESTV"
"Taphozous troughtoni","Emballonuridae",266.666748046875,"RESTV"
"Thoopterus nigrescens","Pteropodidae",246.316177368164,"RESTV"
"Thoopterus suhaniahae","Pteropodidae",244.324340820312,"RESTV"
"Thyroptera devivoi","Thyropteridae",176.277389526367,"RESTV"
"Thyroptera discifera","Thyropteridae",176.5673828125,"RESTV"
"Thyroptera lavali","Thyropteridae",189.140182495117,"RESTV"
"Thyroptera tricolor","Thyropteridae",207.613128662109,"RESTV"
"Thyroptera wynneae","Thyropteridae",228.111709594727,"RESTV"
"Tomopeas ravus","Molossidae",265.817413330078,"RESTV"
"Tonatia bidens","Phyllostomidae",188.989120483398,"RESTV"
"Tonatia saurophila","Phyllostomidae",173.667282104492,"RESTV"
"Trachops cirrhosus","Phyllostomidae",218.396255493164,"RESTV"
"Triaenops afer","Hipposideridae",311.735321044922,"RESTV"
"Triaenops parvus","Hipposideridae",266.383422851562,"RESTV"
"Triaenops persicus","Hipposideridae",281.557067871094,"RESTV"
"Triaenops rufus","Hipposideridae",247.210693359375,"RESTV"
"Trinycteris nicefori","Phyllostomidae",174.542068481445,"RESTV"
"Tylonycteris pachypus","Vespertilionidae",207.003890991211,"RESTV"
"Tylonycteris pygmaeus","Vespertilionidae",213.594345092773,"RESTV"
"Tylonycteris robustula","Vespertilionidae",187.780944824219,"RESTV"
"Uroderma bilobatum","Phyllostomidae",181.909545898438,"RESTV"
"Uroderma magnirostrum","Phyllostomidae",154.383499145508,"RESTV"
"Vampyressa melissa","Phyllostomidae",127.11296081543,"RESTV"
"Vampyressa pusilla","Phyllostomidae",170.524322509766,"RESTV"
"Vampyressa thyone","Phyllostomidae",142.234558105469,"RESTV"
"Vampyriscus bidens","Phyllostomidae",179.210693359375,"RESTV"
"Vampyriscus brocki","Phyllostomidae",140.956512451172,"RESTV"
"Vampyriscus nymphaea","Phyllostomidae",162.919769287109,"RESTV"
"Vampyrodes caraccioli","Phyllostomidae",173.370971679688,"RESTV"
"Vampyrodes major","Phyllostomidae",180.183700561523,"RESTV"
"Vampyrum spectrum","Phyllostomidae",213.593734741211,"RESTV"
"Vespadelus baverstocki","Vespertilionidae",265.299224853516,"RESTV"
"Vespadelus caurinus","Vespertilionidae",257.885772705078,"RESTV"
"Vespadelus darlingtoni","Vespertilionidae",290.577026367188,"RESTV"
"Vespadelus douglasorum","Vespertilionidae",267.055084228516,"RESTV"
"Vespadelus finlaysoni","Vespertilionidae",273.638610839844,"RESTV"
"Vespadelus pumilus","Vespertilionidae",296.754272460938,"RESTV"
"Vespadelus regulus","Vespertilionidae",273.906707763672,"RESTV"
"Vespadelus troughtoni","Vespertilionidae",279.018524169922,"RESTV"
"Vespadelus vulturnus","Vespertilionidae",294.167938232422,"RESTV"
"Vespertilio murinus","Vespertilionidae",246.762069702148,"RESTV"
"Vespertilio sinensis","Vespertilionidae",212.753433227539,"RESTV"
"Xeronycteris vieirai","Phyllostomidae",184.836471557617,"RESTV"
"Acerodon celebensis","Pteropodidae",281.461181640625,"SUDV"
"Acerodon humilis","Pteropodidae",312.915771484375,"SUDV"
"Acerodon jubatus","Pteropodidae",283.355072021484,"SUDV"
"Acerodon leucotis","Pteropodidae",314.343811035156,"SUDV"
"Acerodon mackloti","Pteropodidae",302.893493652344,"SUDV"
"Aethalops aequalis","Pteropodidae",313.175506591797,"SUDV"
"Aethalops alecto","Pteropodidae",283.058197021484,"SUDV"
"Alionycteris paucidentata","Pteropodidae",307.935180664062,"SUDV"
"Ametrida centurio","Phyllostomidae",302.405731201172,"SUDV"
"Amorphochilus schnablii","Furipteridae",289.170135498047,"SUDV"
"Anoura aequatoris","Phyllostomidae",289.565673828125,"SUDV"
"Anoura cadenai","Phyllostomidae",301.331634521484,"SUDV"
"Anoura carishina","Phyllostomidae",294.706665039062,"SUDV"
"Anoura caudifer","Phyllostomidae",281.661499023438,"SUDV"
"Anoura cultrata","Phyllostomidae",296.915710449219,"SUDV"
"Anoura fistulata","Phyllostomidae",298.164459228516,"SUDV"
"Anoura geoffroyi","Phyllostomidae",284.318054199219,"SUDV"
"Anoura latidens","Phyllostomidae",319.671722412109,"SUDV"
"Anoura luismanueli","Phyllostomidae",298.734222412109,"SUDV"
"Anoura peruana","Phyllostomidae",274.021514892578,"SUDV"
"Anthops ornatus","Hipposideridae",349.264587402344,"SUDV"
"Antrozous pallidus","Vespertilionidae",344.984069824219,"SUDV"
"Aproteles bulmerae","Pteropodidae",302.415954589844,"SUDV"
"Ardops nichollsi","Phyllostomidae",296.039367675781,"SUDV"
"Arielulus aureocollaris","Vespertilionidae",320.412750244141,"SUDV"
"Arielulus circumdatus","Vespertilionidae",323.168975830078,"SUDV"
"Arielulus cuprosus","Vespertilionidae",288.492645263672,"SUDV"
"Arielulus societatis","Vespertilionidae",329.092102050781,"SUDV"
"Arielulus torquatus","Vespertilionidae",326.052490234375,"SUDV"
"Ariteus flavescens","Phyllostomidae",271.437683105469,"SUDV"
"Artibeus aequatorialis","Phyllostomidae",305.338134765625,"SUDV"
"Artibeus amplus","Phyllostomidae",252.615676879883,"SUDV"
"Artibeus concolor","Phyllostomidae",261.409851074219,"SUDV"
"Artibeus fimbriatus","Phyllostomidae",273.163726806641,"SUDV"
"Artibeus fraterculus","Phyllostomidae",312.265869140625,"SUDV"
"Artibeus hirsutus","Phyllostomidae",290.339965820312,"SUDV"
"Artibeus inopinatus","Phyllostomidae",289.432769775391,"SUDV"
"Artibeus jamaicensis","Phyllostomidae",298.421203613281,"SUDV"
"Artibeus lituratus","Phyllostomidae",304.506958007812,"SUDV"
"Artibeus obscurus","Phyllostomidae",281.422241210938,"SUDV"
"Artibeus planirostris","Phyllostomidae",290.720642089844,"SUDV"
"Artibeus schwartzi","Phyllostomidae",341.012939453125,"SUDV"
"Asellia arabica","Hipposideridae",352.500762939453,"SUDV"
"Asellia italosomalica","Hipposideridae",352.832794189453,"SUDV"
"Asellia patrizii","Hipposideridae",343.536529541016,"SUDV"
"Asellia tridens","Hipposideridae",351.6513671875,"SUDV"
"Aselliscus stoliczkanus","Hipposideridae",337.893310546875,"SUDV"
"Aselliscus tricuspidatus","Hipposideridae",324.278228759766,"SUDV"
"Austronomus australis","Molossidae",351.350830078125,"SUDV"
"Austronomus kuboriensis","Molossidae",332.403594970703,"SUDV"
"Baeodon alleni","Vespertilionidae",288.40087890625,"SUDV"
"Baeodon gracilis","Vespertilionidae",302.043212890625,"SUDV"
"Balantiopteryx infusca","Emballonuridae",346.15380859375,"SUDV"
"Balantiopteryx io","Emballonuridae",359.651184082031,"SUDV"
"Balantiopteryx plicata","Emballonuridae",361.699615478516,"SUDV"
"Balionycteris maculata","Pteropodidae",293.580718994141,"SUDV"
"Balionycteris seimundi","Pteropodidae",293.132629394531,"SUDV"
"Barbastella barbastellus","Vespertilionidae",289.182067871094,"SUDV"
"Barbastella beijingensis","Vespertilionidae",339.264251708984,"SUDV"
"Barbastella darjelingensis","Vespertilionidae",284.604644775391,"SUDV"
"Barbastella leucomelas","Vespertilionidae",285.686859130859,"SUDV"
