"","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
"5490","Chiroptera","Vespertilionidae","Myotis ruber",4.99,0.229,57.147,40,6418.285,NA,421.462,NA,498.081,77.35,NA,1.063,1.005,364.355,NA,54.661,NA,2040.455,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis ruber","Myotis ruber",1,0,NA,NA,39.99999997,NA,NA,NA,NA,NA,NA,NA,0.726295215190801,0.860948621508108,1.00097718301056,38.0693138689916,19.7901297748138,20.7789450415521,-13.4803015791237,-19.3993132366565,9.75002709739471,7.22299594099985,-0.289068001429087,-4.293158931168,-6.81462190178753,-0.942104122995335,-1.40073869340238,-0.930292328522284,0.18123711592801,-8.64871181204605,-2.58621012188512,1.03546903974627
"5491","Chiroptera","Vespertilionidae","Myotis rufoniger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Myotis rufoniger",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751765514456069,2.20623159787477,3.28939973769375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492","Chiroptera","Vespertilionidae","Myotis rufopictus",17,0.379,76.85,48.99,7907.294,NA,485.516,NA,568.185,77.568,NA,1.071,1.002,364.457,NA,49.69,NA,2227.513,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1465,0,1465,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Myotis rufopictus","Myotis rufopictus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50143402577793,1.5693877675816,1.6101600126638,37.7097405026437,18.5420713857208,22.1382253459731,-14.1350889049955,-18.7633260207033,6.96634949171136,4.15058316955338,2.96360307658987,-7.07834124951581,-7.18388228749696,0.980743438145906,-3.81844045188841,-1.08062476399313,0.346136265885412,-6.57640192393281,0.195276939977838,0.830169512237267
"5493","Chiroptera","Vespertilionidae","Myotis schaubi",11.99,0.237,57.607,43,8775.905,NA,463.3,NA,565.296,70.006,NA,1.043,1,364.777,NA,46.333,NA,2413.938,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Myotis schaubi","Myotis schaubi",1,0,NA,NA,43.00000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7786101349438,21.298624653395,17.7817528893389,-11.9852204839179,-19.0299822199837,10.8902172417852,9.17880861519994,-4.28833530369573,0.359789307905304,-4.38544657034123,-2.5717289718034,1.16583915731071,-0.771189144685787,-0.350933747316488,-6.20482645860792,-3.25366496154196,-0.188558143883807
"5494","Chiroptera","Vespertilionidae","Myotis scotti",8.72,0.236,61.45,38.49,6987.701,NA,437.914,NA,524.449,76.399,NA,1.061,1.004,364.604,NA,50.238,NA,2075.974,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,1300,1200,0,"Occurs on mainland",1,0,"Afrotropical",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis scotti","Myotis scotti",1,0,NA,NA,38.48999999,NA,NA,NA,NA,NA,NA,NA,1.05241672885724,1.05241672885724,1.05241672885724,38.0108882694277,19.9801061322453,20.4470814536615,-13.3038823131991,-19.4369574582217,9.90772232766802,7.50946892999797,-0.927522902108751,-3.63349623122046,-6.61455418481292,-1.21591151871897,-1.05447129841567,-0.89315696097959,0.0654111783443926,-8.59100655409198,-3.0634804715129,0.888670643558269
"5495","Chiroptera","Vespertilionidae","Myotis secundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2600,40,2560,NA,NA,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis secundus","Myotis secundus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95755373896193,2.19384389862059,2.38287602634751,37.3528658826043,22.5768141259379,15.3164491744207,-10.8075309509865,-18.508391768834,11.9023760866183,10.8519214812883,-6.99342529894093,3.42578743523256,-2.83031325227411,-3.91840564242732,3.26233069319338,-0.666028045491754,-0.506255750923193,-4.66991249234838,-2.54473803825092,-0.859769283480485
"5496","Chiroptera","Vespertilionidae","Myotis septentrionalis",6,0.164,53.911,NA,6935,365.28,365.28,365.28,415.28,50,NA,1,1,364.75,NA,35,NA,1962.826,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Nearctic",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis septentrionalis","Myotis septentrionalis",0,0,0.00304114524093485,5.26142857142857,36.40000003,NA,1,0.999999999972362,0,0,0,1,0.296139096141565,0.661382117393108,0.697466557308063,37.7851515013239,18.7488166687582,21.9447962766833,-14.0612802150272,-18.9426272727089,7.53294235456761,4.75293753331293,2.44735283536978,-6.7346184992042,-7.29435347607747,0.644713100779988,-3.47741584423841,-1.10831926221132,0.346397940544129,-7.28468350398738,-0.334183737268659,0.933179597800309
"5497","Chiroptera","Vespertilionidae","Myotis sibiricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,"Myotis sibiricus",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333231421480027,0.675768643815683,0.813539987287164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5498","Chiroptera","Vespertilionidae","Myotis sicarius",20.09,0.362,75.286,51.5,8175.121,NA,438.49,NA,510.771,72.088,NA,1.039,1.002,364.615,NA,47.76,NA,2160.374,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1350,NA,NA,0,"Occurs on mainland",0,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis sicarius","Myotis sicarius",1,0,NA,NA,51.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,37.8903443560381,20.95536445873,18.5574322985044,-12.3707713230243,-19.2087097709094,10.5229335590773,8.60456542955756,-3.32225923050281,-0.744215021733061,-4.91068614734391,-2.10875805721234,0.48801210575551,-0.758299235661851,-0.271228846096122,-6.64145265766262,-3.49193178263765,0.0843417185397767
"5499","Chiroptera","Vespertilionidae","Myotis siligorensis",2.93,0.103,52.402,32.99,6464.065,NA,439.068,NA,524.655,78.299,NA,0.98,1.128,361.438,NA,57.879,NA,2188.033,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2770,914,1856,0,"Occurs on mainland",1,0,"Indomalayan",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Myotis siligorensis","Myotis siligorensis",1,0,31.78487279,5.510000002,32.99000003,NA,NA,NA,NA,NA,NA,NA,0.624543819529852,1.49553695888651,1.74551270278087,36.9414129496696,23.5400863304082,13.0129610894206,-9.6775119110803,-17.632480712026,12.4848175027507,12.2569252394668,-9.68157590546984,6.69293095774811,-0.463333470044591,-5.02169936642265,5.58190484958581,-0.0672722403930802,-0.302179497962616,-1.63098777875332,-1.4602081686082,-1.03996590708422
"5500","Chiroptera","Vespertilionidae","Myotis simus",8.1,0.287,63.415,37.5,8636.605,NA,576.6,NA,680.147,80.786,NA,0.98,1.025,365.019,NA,57.004,NA,2546.355,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis simus","Myotis simus",1,0,NA,NA,37.50000002,NA,NA,1.99999999960017,0,0,0,1,0.25527192008879,1.2219128877846,1.45445827965953,38.0549357933091,19.8500848827536,20.6993343175053,-13.4213925127454,-19.408937237667,9.83627267016364,7.33162030231399,-0.50446951711882,-4.05832245318632,-6.72115962871247,-1.02429284886191,-1.28241205910462,-0.884171744799244,0.139829755528954,-8.65397934188248,-2.78783812889875,0.993649076795382
"5501","Chiroptera","Vespertilionidae","Myotis sodalis",7.425,0.229,55.215,38.49,7300,356.56,356.56,NA,435.466,67.447,NA,0.995,1,364.7,4.53,46.07,NA,1906.413,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1746,0,1746,0,"Occurs on mainland",0,1,"Nearctic",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis sodalis","Myotis sodalis",0,0,34.30918374,5.400000002,37.97500004,NA,1,6.99999999958543,0,0,0,1,0.650250005706861,1.05367226095135,1.44702738557168,37.7412745333128,18.6497369543185,21.9917974708839,-14.0700680596545,-18.8335653387989,7.25355775674318,4.45231952399321,2.71072517373489,-6.90595872373164,-7.21838242432695,0.828567253576013,-3.65608756639724,-1.09037948383443,0.345695632687886,-6.87426274169732,-0.0852628302587751,0.888628990401907
"5502","Chiroptera","Vespertilionidae","Myotis soror",7.54,0.685,82.57,38.49,10046.931,730,730,NA,730,99.355,NA,1,1.005,366.041,NA,59.416,NA,2873.438,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2600,2100,500,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis soror","Myotis soror",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0735714654309,23.2575231332315,13.7958223584319,-10.0751253435969,-17.9940977018681,12.2885765202336,11.7641157793137,-8.70337272486328,5.47624977510259,-1.39351055551293,-4.63121777654172,4.70860160249997,-0.322253916248454,-0.402867264129765,-2.94145640284865,-1.84919012495655,-1.04188500659817
"5503","Chiroptera","Vespertilionidae","Myotis stalkeri",16.43,0.615,84.413,48,7951.915,NA,527.123,NA,638.317,106.73,NA,1,1.008,362.929,NA,60.055,NA,2346.977,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,250,0,250,1,"Occurs only on isolated islands",0,0,"Australasian",3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Myotis stalkeri","Myotis stalkeri",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9552335705197,20.4118986060853,19.6002109353777,-12.888001458851,-19.3820261557151,10.1754378977558,8.05522631674209,-2.21183337231939,-2.12402181584232,-5.75795029056004,-1.67781155040112,-0.263899559484462,-0.802732505732005,-0.136136103118127,-7.69722586803669,-3.57555104229202,0.474812476606203
"5504","Chiroptera","Vespertilionidae","Myotis thysanodes",6.5,0.168,54.195,43.39,6679.5,NA,342.19,NA,419.747,55,NA,1,1,364.75,1.32,21,6.32,2049.187,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2850,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"Myotis thysanodes","Myotis thysanodes",0,0,30.49991255,6.1,43.38999999,250.0000002,1,NA,0,0,0,1,0.016584203753511,0.297953965600471,0.331555520144375,37.8951127851796,19.0713304027284,21.5618609728314,-13.8930583315545,-19.1034337666741,8.29807974475893,5.58408908479708,1.66464870684214,-6.12093247711579,-7.27643697211004,0.169142229733255,-2.91277932185952,-1.11166468123494,0.330975533265757,-7.98634094394489,-1.09130064012608,1.03598477844948
"5505","Chiroptera","Vespertilionidae","Myotis tricolor",13.67,0.259,74.624,49.5,2934.77,157.84,157.84,NA,235.27,77.43,NA,0.99,1,346.914,NA,41.88,NA,1282.037,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis tricolor","Myotis tricolor",0,1,32.54172157,6.199999993,46.54999997,NA,0,NA,0,0,0,1,0.272393892090673,0.702217754477551,0.8486263664913,37.9955283782537,20.0391405429402,20.3385772763122,-13.2588602140841,-19.4584944150445,9.94755103865064,7.60427411378309,-1.13457835331645,-3.41975935468998,-6.52483981373447,-1.28211771086798,-0.962109263724715,-0.899672854521123,0.0292168941571395,-8.54796061463897,-3.19391168530795,0.834862948443284
"5507","Chiroptera","Vespertilionidae","Myotis velifer",10.995,0.2,65,41.99,4135.45,420.91,392.955,365,485.295,64.385,NA,0.995,1,364.75,3.145,43,8.59,1579.595,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3300,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Myotis velifer","Myotis velifer",0,0,30.17588982,6.199999993,41.99000004,3499.999997,0,1.99999999960017,0,0,0,1,0.0286201911211493,0.399600674027664,0.551609141367172,37.9089385478692,19.2059883017236,21.3604161014079,-13.7963211091683,-19.2030112019668,8.55040746184962,5.8404853539968,1.41659317186915,-5.91647553788096,-7.2655945115533,0.0271112837912079,-2.74403863731559,-1.1013573355493,0.320986343658177,-8.15667013111118,-1.25074530828664,1.05609191982104
"5508","Chiroptera","Vespertilionidae","Myotis vivesi",25,0.534,85.849,60.99,3650,NA,303.708,NA,382.701,86.993,NA,1,1.903,273.238,2.82,53.321,NA,1520.475,NA,NA,0,2,NA,NA,80,20,0,80,0,0,20,0,0,0,0,0,0,2,3,"G",1,0,0,0,1,200,0,200,0,"Occurs on mainland",0,0,"Nearctic",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Myotis vivesi","Myotis vivesi",0,0,0.00309499336474136,7.4,60.99,NA,NA,NA,NA,NA,NA,NA,0.0259562825630262,0.101400227098843,0.139800181552878,37.9678137473086,19.3998435522199,21.1729779668012,-13.6866579796062,-19.2923565615134,9.02153254629664,6.35623518921372,0.851024803267478,-5.41986296943544,-7.1897143164109,-0.313391777242394,-2.29435147494861,-1.05191968483792,0.276585815168351,-8.48108069618838,-1.69558243219919,1.07530352074277
"5509","Chiroptera","Vespertilionidae","Myotis volans",7.855,0.195,55.955,37.5,7665,243.59,197.795,NA,243.59,67.684,NA,0.995,1,364.75,2.01,38.74,NA,1509.305,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"Myotis volans","Myotis volans",0,0,38.02480357,6.220000004,37.50000002,NA,1,NA,0,0,0,1,0.0704989154013015,0.335773248784443,0.406365533356002,37.7263936467994,18.6158473865668,22.0117915811478,-14.0758019485304,-18.8045963637425,7.16435379533163,4.35269713355221,2.80872607518101,-6.98387363679498,-7.22213824138607,0.885263810215147,-3.72179351630706,-1.08977902414333,0.345531579242397,-6.78304584607699,-0.0119354704642522,0.873996495523945
"5510","Chiroptera","Vespertilionidae","Myotis weberi",7.07,0.246,58.562,48.99,7061.294,NA,429.276,NA,520.985,73.34,NA,1.041,1.003,364.844,NA,49.013,NA,2111.649,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis formosus","Myotis weberi",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0411532484634,19.8903300861241,20.6117292047108,-13.3827657210567,-19.4156480612285,9.8589186891848,7.3908163964939,-0.637223841667289,-3.92942014435906,-6.69547657167475,-1.0882649299786,-1.20917942860399,-0.893591081585918,0.119329619512536,-8.64900130472603,-2.86863852335775,0.96667410175381
"5511","Chiroptera","Vespertilionidae","Myotis welwitschii",15.88,0.417,72.062,57.83,7622.139,NA,444.287,NA,532.178,76.348,NA,1.033,1,364.498,NA,49.004,NA,2160.193,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical",4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"Myotis welwitschii","Myotis welwitschii",1,1,0.00286836442386923,5.70268199233717,57.82999996,1.5,NA,0,0,0,0,1,0.667673071707113,0.895538801744867,0.93853702086014,38.0232131581895,19.9276722667109,20.5393986853217,-13.3546024080997,-19.4391184707325,9.8737068669642,7.44538261328785,-0.769033296507816,-3.80924462519221,-6.68395351224897,-1.14548463186288,-1.15342988870699,-0.909491996010507,0.0941848391708009,-8.66880540890176,-2.9606643058009,0.933116404678234
"5512","Chiroptera","Vespertilionidae","Myotis yanbarensis",4.3,0.179,54.022,NA,7060.314,NA,417.666,NA,491.379,75.197,NA,1.081,1.021,364.621,NA,51.261,NA,2050.938,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Indomalayan",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis yanbarensis","Myotis yanbarensis",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3684281481725,22.493564682722,15.5142352305072,-10.9096743609503,-18.6009452831153,11.8366472118377,10.7244997837722,-6.75977168276423,3.13814690074768,-3.04441824003446,-3.83663573824356,3.08061586861142,-0.705171414855599,-0.507964792696402,-4.95429639121186,-2.63768719598079,-0.830071195449792
"5513","Chiroptera","Vespertilionidae","Myotis yumanensis",5.9,0.13,53.746,35.05,5110,365.25,365.25,365.25,402.335,62.12,NA,1,1,364.75,0.79,45.748,NA,1793.631,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,3350,NA,NA,0,"Occurs on mainland",1,0,"Nearctic",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis yumanensis","Myotis yumanensis",0,0,45.02221126,6.299999993,35.04999998,NA,0,NA,0,0,0,1,0.0348387652211886,0.305185522173416,0.391814995645057,37.9425766349514,19.3258054949872,21.2662487098585,-13.7290771628629,-19.2556772637335,8.78206702123259,6.07278503055694,1.17659280550188,-5.72064031512642,-7.25338218864374,-0.101408235065355,-2.57291890215689,-1.06770525837571,0.283466493418942,-8.32534497978596,-1.46098732849374,1.06757769892021
"4893","Chiroptera","Mystacinidae","Mystacina robusta",24.25,0.585,80.504,44.19,2774,NA,321.47,NA,379.542,107.723,NA,1,1,324.285,3.2,55.945,NA,1314.135,NA,NA,1,2,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"G",1,0,0,0,1,NA,NA,NA,NA,"Occurs only on isolated islands",NA,NA,"Australasian",2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mystacina robusta","Mystacina robusta",0,0,0.00695396929751727,9.2,44.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.08396528662,-23.3945508604609,-26.8599162233855,-26.3897945920012,-9.68401029349518,-27.4625264613938,20.6706921763021,-12.9747410715004,-19.7441623557683,3.47357605056359,5.16614154387005,8.16130305489568,23.6313235272521,8.04885871082697,-2.34253308968282,-0.180734315273797,-0.673358101786779
"4894","Chiroptera","Mystacinidae","Mystacina tuberculata",15,0.47,74.362,42.5,2774,NA,328.811,NA,379.452,106.602,NA,1,1,336.547,3.2,56.806,NA,1288.678,NA,NA,1,2,NA,NA,89,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"G",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Australasian",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Mystacina tuberculata","Mystacina tuberculata",0,0,51.65676305,7,42.5,NA,NA,NA,0,1,0,0,2.79339907279149,3.08525884016527,3.26037470058954,-29.5258627196206,-22.1616839689103,-26.8371248584442,-27.6845629390499,-9.08196783473699,-27.266635716708,21.2978010852967,-12.2483175765603,-19.924187283416,4.05507580112034,5.23197031994506,8.84036906931832,22.9672812499516,6.32701600178512,-2.5596283308195,0.154539947612329,-2.16465969064302
"4856","Chiroptera","Myzopodidae","Myzopoda aurita",9.1,0.949,91.5,48,5044.909,NA,411.378,NA,505.144,104.53,NA,1.032,1.053,360.484,NA,55.479,NA,1879.095,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,900,5,895,1,"Occurs only on isolated islands",0,0,"Afrotropical",4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"Myzopoda aurita","Myzopoda aurita",1,0,NA,NA,47.99999996,30.00000002,NA,NA,0,0,1,0,1.22656806777697,1.65877980958327,1.69490226140284,-31.1344064787415,-21.2470878799371,-26.7169517966496,-28.56188561825,-8.53270346869748,-27.0358077592441,21.810091517028,-11.6027456177634,-20.1812500355304,4.55259729772175,5.36442391054002,9.46028189724114,22.3920528922784,4.96212820516702,-2.69681959336793,0.288362527275307,-3.40264379072785
"4857","Chiroptera","Myzopodidae","Myzopoda schliemanni",9.1,1.234,75.873,NA,4628.813,NA,409.081,NA,495.764,113.175,NA,1.032,1.17,343.9,NA,62.591,NA,1805.035,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,200,35,165,NA,"Occurs only on isolated islands",NA,NA,"Afrotropical",2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myzopoda schliemanni","Myzopoda schliemanni",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.8760664923493,-20.1731184516662,-26.7549930671749,-29.7471866747158,-7.81848054763442,-26.6523173300967,22.3070610860976,-10.7998607857056,-20.2319635969307,5.12751729727838,5.35441743306795,10.0781389497218,21.5699400715336,3.16994775071796,-2.85463003741658,0.653461045516063,-4.51423014640765
