"","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
"5536","Chiroptera","Vespertilionidae","Arielulus societatis",8.72,0.226,67.403,38.49,5798.23,NA,402.696,NA,475.964,78.522,NA,1.497,1.015,364.36,NA,46.081,NA,1963.862,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arielulus societatis","Arielulus societatis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9662378252761,36.8752514194052,-30.0830365677511,14.708301459356,11.0411224973385,-2.43953301086478,-3.31376283814356,3.21936688060958,-3.84922294841236,-4.63259029273593,-1.40600902796815,0.224105164409853,-0.335553884149547,-0.333947148632852,-4.27509151400516,0.280465206803751,-1.65265112620973
"6673","Chiroptera","Vespertilionidae","Arielulus torquatus",6.3,0.176,59.209,NA,3989.026,NA,337.6,NA,406.016,73.56,NA,1.676,1.035,361.901,NA,43.299,NA,1702.635,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Arielulus torquatus","Thainycteris torquatus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7964490818105,24.8089690597586,5.52106765396137,-5.50748473192442,-14.0977691000199,13.1516915545728,13.9025290054561,-14.1797265643887,14.0880984178775,7.94131957431656,-4.62951887655206,8.23310147901897,1.70886694680146,0.280550503703766,12.0643301831694,2.40895781466609,-0.13529305721081
"5022","Chiroptera","Phyllostomidae","Ariteus flavescens",10.09,0.461,63.028,40.5,5765.709,NA,359.493,NA,480.796,113.74,NA,0.993,1.861,243.716,NA,46.616,NA,2027.831,NA,NA,0,2,NA,NA,40,0,60,40,0,0,0,0,0,60,0,0,0,2,2,"Ar",1,0,0,0,1,1500,0,1500,1,"Occurs only on isolated islands",0,0,"Neotropical",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Ariteus flavescens","Ariteus flavescens",1,0,NA,NA,40.49999998,NA,NA,NA,0,0,1,0,0.677859748568189,1.03281440411859,1.03937750417583,21.3675589563142,-50.1435057722725,-11.6942728237169,12.2443486140074,-11.5602434004553,12.1024982766293,-4.95356545813043,15.8561415584912,-0.403729219733009,11.2722281223771,-2.51377124290429,8.43649445473933,6.28898077785755,4.93832743373471,-4.63613639284608,6.80020103201461,3.94741537172635
"5023","Chiroptera","Phyllostomidae","Artibeus aequatorialis",46.1,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1106,22,1084,NA,NA,NA,NA,"Neotropical",1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus jamaicensis","Artibeus aequatorialis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25527192008879,0.895793781083756,1.70206723626035,21.0150706353913,-50.191360206389,-13.3571326485941,12.7144585014123,-14.5204253490725,10.3656695402525,-6.65155318470426,14.4093989599251,2.03932948703979,10.7820439992742,-3.62069191192221,8.28188207181812,4.26621599468148,2.91251841245606,-5.21937594354726,7.81935047789689,0.235050270514579
"5024","Chiroptera","Phyllostomidae","Artibeus amplus",61.04,1.141,92.325,70.5,6011.063,NA,383.434,NA,511.639,117.123,NA,1,1.826,238.248,NA,46.324,NA,2074.716,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,2630,25,2605,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus amplus","Artibeus amplus",1,0,NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,0.449575819557874,1.80558466780739,2.5453154875717,21.1083187523584,-50.1577253535294,-12.877634610101,12.5835070120291,-13.6790578352436,10.9344219510568,-6.17544251636139,14.9779314620967,1.30895391203572,11.0821028361928,-3.35060526803781,8.50998758474893,4.99332238857149,3.60383236390502,-5.17576480597066,7.79012053255154,1.34676223750647
"5029","Chiroptera","Phyllostomidae","Artibeus concolor",19.675,0.633,71.683,47.34,5840.654,NA,352.735,NA,481.318,114.131,NA,0.989,1.89,238.343,NA,45.85,NA,2064.512,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,1000,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus concolor","Artibeus concolor",1,0,35.7805,6.46,48.69999998,NA,NA,NA,NA,NA,NA,NA,0.918242582353351,1.70002947756224,2.0199560387355,20.9076370506527,-50.2387218533343,-13.8708560341605,12.856785352045,-15.311474687862,9.6768537013175,-7.07825318160856,13.5582375089603,2.82550942674648,10.2437932038,-3.86805251877672,7.87051330212831,3.45837761635014,2.19258507522684,-5.14552648566421,7.70806668177149,-0.83272041735254
"5030","Chiroptera","Phyllostomidae","Artibeus fimbriatus",63.895,1.149,91.141,NA,5950.901,NA,392.648,NA,518.744,117.544,NA,0.992,1.801,237.943,NA,47.592,NA,2094.158,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus fimbriatus","Artibeus fimbriatus",0,0,33.67631904,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708417190499029,1.30262493319631,1.64344855934287,21.0357463121603,-50.1981434635858,-13.2450782658746,12.6769872982407,-14.2956146946614,10.4813578993728,-6.5239860491557,14.5240085520951,1.86091014628671,10.8456252529413,-3.55890224428446,8.35187395332381,4.43259386299972,3.08416689123254,-5.23093959090195,7.88713790488389,0.508955686589881
"5031","Chiroptera","Phyllostomidae","Artibeus fraterculus",45.65,0.947,93,56,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1876.919,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus fraterculus","Artibeus fraterculus",0,0,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0.00391055865146269,0.644643820236875,0.866194894474318,20.9813958236937,-50.2112032990955,-13.5313884870002,12.7801045833969,-14.7485894180731,10.1801664939306,-6.76807443843123,14.1188866453742,2.32016494007179,10.6291826586744,-3.704396077598,8.15593375137356,4.04374034281818,2.69921501184994,-5.19370978638673,7.86138029661599,-0.0832263635945554
"5034","Chiroptera","Phyllostomidae","Artibeus hirsutus",40.42,0.804,70,55.88,6227.931,NA,316.646,NA,445.714,112.195,NA,0.98,1.963,229.487,NA,36.594,NA,1948.277,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Artibeus hirsutus","Artibeus hirsutus",1,0,NA,NA,55.87999994,NA,NA,NA,0,0,0,1,0.119810970962133,0.579437050032461,0.762728717754984,20.9741064338696,-50.2049785360102,-13.5846615535939,12.7892234830354,-14.8945904110215,10.0385646564845,-6.8685731905963,13.975853980872,2.45179760057895,10.5253980832728,-3.73785401096481,8.05630138023633,3.90715757822075,2.57229986287397,-5.18630800834398,7.80608735133759,-0.285397492854835
"5035","Chiroptera","Phyllostomidae","Artibeus inopinatus",18.99,0.582,72,50.49,6292.211,NA,299.353,NA,423.803,113.103,NA,0.993,1.988,225.879,NA,36.205,NA,1912.468,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1000,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus inopinatus","Artibeus inopinatus",0,0,NA,NA,50.49000004,NA,NA,NA,0,0,0,1,0.589784002243488,0.839758466573167,0.804194357932281,20.9516239032251,-50.2120076912595,-13.7283061885924,12.835224500409,-15.1770089307129,9.81241827874897,-7.04153954306218,13.7086564865567,2.71934396122587,10.3479853318827,-3.80730748243687,7.88705682015984,3.65117475198964,2.32972917560391,-5.15413318951545,7.67428819388175,-0.618651259519987
"5036","Chiroptera","Phyllostomidae","Artibeus jamaicensis",46.1,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"Artibeus jamaicensis","Artibeus jamaicensis",1,0,45.9983375,6.4,60.34000002,1,0,NA,0,0,0,1,0.171016302621959,1.18467679236897,1.5191998840174,21.0150706353913,-50.191360206389,-13.3571326485941,12.7144585014123,-14.5204253490725,10.3656695402525,-6.65155318470426,14.4093989599251,2.03932948703979,10.7820439992742,-3.62069191192221,8.28188207181812,4.26621599468148,2.91251841245606,-5.21937594354726,7.81935047789689,0.235050270514579
"5037","Chiroptera","Phyllostomidae","Artibeus lituratus",46.1,1.05,93,70.33,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1878.836,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus lituratus","Artibeus lituratus",1,0,45.31317706,6.1,70.32999993,10.5,0,NA,0,0,0,1,0.23621292000192,1.30691063942361,1.6708858419156,21.0624205477076,-50.1591064726907,-13.1328493017834,12.6669120769608,-14.1558528997761,10.6302309882521,-6.46335806826718,14.6613076528877,1.75003970453379,10.929925520754,-3.50918376556023,8.37078452245023,4.61713533060716,3.22176006671871,-5.21184736526108,7.81768849120592,0.707875896440559
"5038","Chiroptera","Phyllostomidae","Artibeus obscurus",45.65,0.994,93,NA,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1879.597,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,500,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus obscurus","Artibeus obscurus",1,1,42.692345,6.449399996,NA,1,NA,0,0,0,0,1,0.596294516444415,1.77117269477507,2.3575413376251,21.0660151698406,-50.1503151983889,-13.0930139859946,12.654771491302,-14.0683073279229,10.7163838119837,-6.39867885221669,14.7607510734998,1.6473219775338,10.9960502126715,-3.47630514297731,8.42975612176856,4.71462989651583,3.31003414103224,-5.19656842260215,7.7784013785082,0.861248148588389
"5040","Chiroptera","Phyllostomidae","Artibeus planirostris",47,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,20,0,80,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus planirostris","Artibeus planirostris",1,0,40.1758,6.361849999,65.97500002,NA,NA,1.99999999960017,0,0,1,0,0.260558302563747,1.41270827849127,1.7284427543873,21.0915246518322,-50.1675711994009,-12.9710400093526,12.6158852117867,-13.8266342656335,10.8420626005183,-6.2612977172226,14.8772204529929,1.45595749075295,11.0485421177987,-3.40684473585801,8.48536765767294,4.8787970283485,3.48228731646006,-5.19631466781119,7.84009059559828,1.13798165246616
"5043","Chiroptera","Phyllostomidae","Artibeus schwartzi",46.1,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,120,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Neotropical",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Artibeus schwartzi",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885775887510748,1.36409399359252,1.50933956870999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4581","Chiroptera","Hipposideridae","Asellia arabica",10,0.24,56,51.33,6218.808,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2725.936,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asellia arabica","Asellia arabica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.5137651193127,8.55345063784974,8.40386667601711,7.8955123966741,1.31315234800168,13.1655203297884,-16.6955444428282,-8.28010714313441,-0.421105191239975,-4.24356942682796,10.4224132988284,5.95559799983227,0.0221860173873314,-7.29369283472484,-0.177196938491947,1.39276197744013,9.73534346562694
"4582","Chiroptera","Hipposideridae","Asellia italosomalica",10,0.24,56,51.33,6098.019,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2685.032,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",5,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Asellia tridens","Asellia italosomalica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.5417757399825,8.64981243820147,9.05625552510787,9.22490489528294,1.07738513027313,12.8556266715682,-16.5305801674694,-8.58897347328599,-0.76991096457809,-4.18314540717678,10.9314655674734,6.41455286729933,-0.471028794594745,-5.65746993025704,-0.152392733937129,1.23297790359111,9.69689964432258
"4583","Chiroptera","Hipposideridae","Asellia patrizii",8.72,0.284,65.106,38.49,5143.201,NA,611.59,NA,704.932,103.39,NA,1.026,1.016,362.934,NA,65.521,NA,2204.977,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical",3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Asellia patrizii","Asellia patrizii",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.5289879939894,8.5874141803239,8.63149381537693,8.35916671794754,1.22929812104103,13.0539921410285,-16.6377418980094,-8.40705571475944,-0.573047903682819,-4.20940969035798,10.6642986359998,6.18923352876554,-0.258055878497445,-6.64800747820571,-0.17356746943017,1.34448622162428,9.72268303250186
"4584","Chiroptera","Hipposideridae","Asellia tridens",10,0.24,56,51.33,6218.808,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2725.936,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical, Indomalayan, Palearctic",5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Asellia tridens","Asellia tridens",0,0,0.00384668503322402,6.96170212765957,51.32999997,300.0000002,NA,NA,0,0,0,1,0.000824606283717307,0.0984115018780498,0.120563384102357,-74.5417757399825,8.64981243820147,9.05625552510787,9.22490489528294,1.07738513027313,12.8556266715682,-16.5305801674694,-8.58897347328599,-0.76991096457809,-4.18314540717678,10.9314655674734,6.41455286729933,-0.471028794594745,-5.65746993025704,-0.152392733937129,1.23297790359111,9.69689964432258
"4586","Chiroptera","Hipposideridae","Aselliscus stoliczkanus",6.09,0.15,58.433,41.49,5616.185,NA,618.885,NA,712.987,97.961,NA,1.013,1.012,364.619,NA,61.867,NA,2296.201,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Aselliscus stoliczkanus","Aselliscus stoliczkanus",0,0,27.27219429,5.650000002,41.49000002,NA,NA,NA,NA,NA,NA,NA,0.916146556590273,1.61965646953152,2.10751021000971,-74.5541514168444,8.69212019542584,9.34479601842295,9.81382699775135,0.972189478533289,12.7191178202109,-16.4629707943009,-8.74308575528781,-0.943367422206805,-4.15545628766672,11.2023266596072,6.66549734852069,-0.708214086959114,-4.85031242964836,-0.147819133989919,1.15557154548256,9.55521388001949
"4587","Chiroptera","Hipposideridae","Aselliscus tricuspidatus",4.08,0.134,57.882,40.5,5324.71,NA,589.038,NA,704.16,106.218,NA,0.99,1.058,363.171,NA,68.042,NA,2186.98,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,600,0,600,1,"Occurs on large land bridge islands",0,0,"Australasian",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aselliscus tricuspidatus","Aselliscus tricuspidatus",1,0,NA,NA,40.49999998,NA,NA,NA,0,0,0,1,0.923210371798525,1.9823655209173,2.29438187214917,-74.5506587330326,8.72866077869369,9.61467221432581,10.3716419169721,0.870305375981908,12.5846227528455,-16.399275644935,-8.92927323850139,-1.18524128948949,-4.07478158952501,11.4775362581851,6.97004235741866,-1.03710891529453,-4.18723154393507,-0.160173677442382,1.11862786085281,9.40682686730788
"5166","Chiroptera","Molossidae","Austronomus australis",36.4,0.989,102.775,45.11,5119.044,426.16,273.96,578.36,365,152.2,NA,1,1,349.984,4.53,136.98,NA,1825,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Tadarida australis","Austronomus australis",0,0,0.00481434591462333,8.17294117647059,45.11,NA,NA,NA,NA,NA,NA,NA,0.0193117543969511,0.651125700428762,0.910972942842864,31.3568213561345,-17.1461159559105,26.7465642476792,-7.29090087349265,33.1551338500686,-9.70263116192261,-1.72069810596944,-8.82092301550148,7.72708573579143,-1.05226133993582,-3.80427625279846,1.81381849966876,-0.0228963027255895,1.58436543644061,-6.63259579715501,11.4474764692852,0.166264808538445
"5167","Chiroptera","Molossidae","Austronomus kuboriensis",31.6,0.931,101.19,NA,4623.551,426.16,273.96,578.36,426.16,152.2,NA,1,1,350.103,4.53,136.98,NA,1775.17,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,2800,1900,900,1,"Occurs on large land bridge islands",0,0,"Australasian",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Tadarida kuboriensis","Austronomus kuboriensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57865168539326,2.57865168539326,2.57865168539326,30.6371606440849,-20.3780852707891,23.8939196145758,-5.08394844366374,33.9106293492864,-5.23158832240011,1.47631453197719,-8.73085311223994,5.67050853192551,-3.69063214162473,-2.51918835275307,-1.53527552881952,-0.914191332519899,1.25776561394183,-4.21172449440656,16.08458161709,-1.10319387038072
"6533","Chiroptera","Vespertilionidae","Baeodon alleni",5.37,0.223,57.79,32.49,6309.922,NA,383.202,NA,454.13,73.331,NA,1.602,1.005,363.757,NA,46.217,NA,1990.726,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1990,125,1865,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhogeessa alleni","Rhogeessa alleni",1,0,NA,NA,32.48999997,NA,NA,NA,NA,NA,NA,NA,0.448510728353124,0.543881696397747,0.593428190740892,31.9454061277733,35.4024373541568,-29.8231032832691,14.8206639203747,10.9015979952088,-3.24675633766089,-4.70404847871826,4.76918436146705,-6.14283233590752,-13.1303463894799,-10.343569168806,9.314553004507,-0.779977799113804,0.381786961596269,4.43801916236529,0.318465829180441,0.917391597198461
"6541","Chiroptera","Vespertilionidae","Baeodon gracilis",5.14,0.217,57.003,32,5934.774,NA,376.991,NA,444.785,75.317,NA,1.615,1.009,363.802,NA,46.804,NA,1908.017,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,600,1400,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhogeessa gracilis","Rhogeessa gracilis",0,0,NA,NA,33.16666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8767919869431,35.2908599779324,-29.8183010939336,14.8299899848816,10.9065475929384,-3.27987011150274,-4.74186313240709,4.79778456804059,-6.16384148415932,-13.2905920728168,-10.5676329045504,9.57322193972541,-0.786579705520543,0.3967923956243,4.68162610656135,0.216648827549742,1.01261514322596
"4801","Chiroptera","Emballonuridae","Balantiopteryx infusca",9.05,0.243,53,38.99,5814.188,NA,440.469,NA,542.064,115.445,NA,1.003,1.046,360.56,NA,58.843,NA,2015.463,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,150,1050,0,"Occurs on mainland",0,0,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Balantiopteryx infusca","Balantiopteryx infusca",1,0,NA,NA,38.98999998,NA,NA,NA,1,0,0,0,NA,NA,NA,24.806680609365,-43.1217517357046,8.07655440874167,3.88904965968952,26.616076128489,11.9374609266698,12.8608569263877,-0.540879971009606,-8.00274355279005,-4.02544216508547,4.30255148979333,-4.08219764998099,-0.856243681239982,-1.35526947374231,6.33328149253647,-2.89742149478241,-1.73264573163956
"4802","Chiroptera","Emballonuridae","Balantiopteryx io",3.97,0.163,42.1,37,5425.429,NA,354.643,NA,428.64,131.369,NA,1,1.591,300.283,0.59,61.338,NA,1831.896,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,500,0,500,0,"Occurs on mainland",0,0,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Balantiopteryx io","Balantiopteryx io",1,0,NA,7.41,36.99999999,502.4999999,NA,8.00000000222746,1,0,0,0,0.536547240132986,2.41442172861803,3.29212776880067,24.7710200620337,-43.2524230314873,7.99498272743292,3.90149961584886,26.5147729428564,11.9666901793553,12.8473339236204,-0.430927251091253,-8.02074222508357,-3.92968472831751,4.27696318538406,-3.96771910385018,-0.920286847896866,-1.3924412441541,6.2834921676916,-3.21338240060618,-1.73193448853617
