"","x","y","EBOV","BOMV","BDBV","TAFV","RESTV","SUDV","MARV","RAVV","LLOV","MLAV","DEHV"
"20433",92.5,27.50107421875,1.55677651055157,-2.84308690950274,-1.60212481766939,-1.76065126806498,-0.311524023301899,-2.63874114304781,-1.66940543148667,-1.69154054112732,0.152179650962353,-2.38040581718087,-1.31718798354268
"20434",93.5,27.50107421875,1.74278147239238,-3.30578041169792,-1.81875755637884,-2.19821670651436,-1.73387567605823,-3.62232343479991,-1.96197502408177,-1.98516161739826,0.664653214626014,-1.85915801674128,-1.46383015438914
"20435",94.5,27.50107421875,1.66960047185421,-3.50223851948977,-2.40185822546482,-2.26890486478806,-0.757219914346933,-2.64883139356971,-1.79619962815195,-1.80887531861663,1.00958275794983,-3.83822334930301,-1.57418247312307
"20436",95.5,27.50107421875,2.4276387123391,-3.9807630032301,-2.70861418545246,-2.03186149895191,1.65443353354931,-1.83072031289339,-1.88818106148392,-1.88515352644026,0.831583219580352,-1.03832924365997,-1.82601463422179
"20437",96.5,27.50107421875,-1.26833538152277,-6.25403264164925,-6.88017408549786,-4.70557691901922,-3.95863877609372,-3.81412237882614,-5.59500245843083,-5.58566394634545,-1.91242910921574,-6.57522907853127,-5.76473791152239
"20438",97.5,27.50107421875,2.42811612784863,-9.76687282323837,-7.22648030519485,-5.491868250072,-2.98410796467215,-4.8210958763957,-6.46387304365635,-6.45654088258743,-0.434651545714587,-6.7813720703125,-6.39029068499804
"20439",98.5,27.50107421875,1.55488402023911,-4.39218392688781,-4.0490796007216,-2.23487988859415,-1.5342728830874,-1.78228833526373,-2.99782248586416,-2.9582302942872,0.234896415611729,-4.08345406129956,-3.00756753329188
"20440",99.5,27.50107421875,1.97265396267176,-1.21021483559161,-0.0199379995465279,-0.158490404486656,2.06523188436404,1.11111490428448,-0.352051541209221,-0.342765535227954,1.44159936904907,-0.282693225890398,-0.374807059764862
"20441",100.5,27.50107421875,1.39268714189529,-2.67908234149218,-1.44405927509069,-1.32259147614241,1.44887429103255,0.451805606484413,-1.74025202542543,-1.75289607979357,0.211505100131035,-1.77936394885182,-1.79042552597821
"20442",101.5,27.50107421875,1.9574423879385,-3.14139659702778,-1.66510427929461,-1.19516725279391,3.10104679875076,1.15505772829056,-1.33762990869582,-1.34606500342488,0.761425748467445,-1.62273694574833,-1.49967085197568
"20443",102.5,27.50107421875,1.9574423879385,-3.14139659702778,-1.66510427929461,-1.19516725279391,3.10104679875076,1.15505772829056,-1.33762990869582,-1.34606500342488,0.761425748467445,-1.62273694574833,-1.49967085197568
"20444",103.5,27.50107421875,2.81075804308057,-3.90656880289316,-1.80874336697161,-1.245172386989,3.91166402772069,1.75759092718363,-1.32322752662003,-1.3203506488353,1.88271234929562,-2.17189071327448,-1.50033650919795
"20445",104.5,27.50107421875,3.85473060980439,-6.10253884457052,-3.74468037486076,-2.17822993919253,3.61423002835363,1.67592082172632,-3.02819773554802,-3.00025299191475,1.55199301242828,-4.10755092464387,-3.57159584388137
"20446",105.5,27.50107421875,3.4982223957777,-7.76602894999087,-4.66814449429512,-2.32948832958937,4.32188606727868,2.9824775904417,-3.58331022411585,-3.4956434275955,2.90068513154984,-5.56369932182133,-4.62175174802542
"20447",106.5,27.50107421875,2.74902774393559,-7.92417348362505,-6.14490681886673,-3.28813938051462,1.80290729273111,1.29939047992229,-4.25890832394361,-4.17282012663782,2.23664116859436,-5.90515519864857,-5.12350662052631
"20448",107.5,27.50107421875,3.37812700122595,-6.06625861302018,-4.33415568619967,-2.40494979918003,2.29278414137661,0.652413412928581,-2.97343705780804,-2.91041996516287,3.09504699707031,-3.040174189955,-3.39349745586514
"20449",108.5,27.50107421875,2.48352132365108,-5.27301306184381,-3.81770884431899,-2.45178451389074,0.734535370022058,0.0964774042367935,-3.12887596711516,-3.05976050905883,1.60002663731575,-3.56383685767651,-3.6225570961833
"20450",109.5,27.50107421875,0.143929723650217,-5.30454809218645,-4.78816443495452,-2.64754293113947,-2.23183945938945,-0.162955552339554,-3.98594436235726,-3.94053502567112,-0.419126942753792,-6.22865811735392,-4.38357077725232
