"species","ebov_auc","bomv_auc","bdbv_auc","tafv_auc","restv_auc","sudv_auc","mlav_auc","llov_auc","marv_auc","ravn_auc","orig_species","tree_match","order","family","log_adult_mass_g","log_brain_mass_g","log_adult_body_length_mm","log_adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","log_litter_size_n","litters_per_year_n","interbirth_interval_d","log_neonate_mass_g","log_weaning_age_d","log_weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","log_lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","glaciation","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","min_aridity_index","mean_aridity_index","perc80_aridity_index","relative_wing_loading","aspect_ratio","log_median_aggregation_size","migration","log_mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","iucn_moistforest","iucn_moistsavanna","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17","log_relative_age_first_birth","log_female_relative_maturity","postnatal_growth_rate","mass_specific_production_rate"
"Neoromicia rendalli",226.152790156921,105.947554472524,177.509426093905,272.95957268775,226.163497350579,309.680168437496,116.044585598961,257.94314951164,208.04852993903,208.049224398195,"Neoromicia rendalli","Neoromicia rendalli","Chiroptera","Vespertilionidae",1.85941811770187,-1.41469383564159,4.15616063084656,3.54095932403731,3553.066,NA,356.529,NA,425.97,94.017,NA,0.505612056713103,1.035,361.551,NA,3.83137678234248,NA,1795.775,NA,NA,"1","2",NA,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,NA,NA,NA,1,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.296118212976224,0.525038311362786,0.58389874489188,NA,NA,NA,NA,NA,"0","0","0","1","0","1",33.2041719382436,35.7594385013839,-27.2696241711397,12.4164450863858,8.58439010632558,0.237741175005499,1.26900883476514,-2.14165560487398,4.05592604319559,12.0215451324044,9.9693691496604,-8.90473863811977,0.590841389217937,-0.0799973480965389,-2.57263007938155,-0.72036680818262,0.646301464511712,-2.12119725044551,-2.29915058873042,NA,NA
"Monophyllus redmani",91.0743590632066,135.652977049011,169.839080693904,229.283083478715,92.5708987320548,254.395601180618,78.4483672059015,193.031665187555,170.176509536523,170.30425371782,"Monophyllus redmani","Monophyllus redmani","Chiroptera","Phyllostomidae",2.16848210847057,-0.843970070294529,4.14419765334796,3.67452694788954,4566.211,NA,491.454,NA,604.814,119.381,NA,-0.0100503358535015,1.515,262.495,NA,4.0848496276603,NA,2123.282,NA,NA,"0","2",NA,NA,20,0,80,20,0,0,0,0,0,40,40,0,0,3,"2","1","0","0","0","1",NA,NA,NA,"1","1","0",1,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.523699548739432,1.20751084518156,1.57073286915637,50.8775676834231,NA,2.35137525716348,NA,1.62924053945758,"1","0","0","0","0","0",19.2163657856107,-48.6876330109549,-18.7266817033248,11.3812612605804,-22.7282091295975,-8.3962367197623,-9.38619782702832,-8.25811549870109,8.32468463972549,-7.04229555312255,-1.07923702135584,-7.01842280432438,-7.4427164978217,-4.84335373296597,1.41596964106657,-3.48230402225468,-3.93154307076394,-2.02151806440219,-2.22907069298826,NA,NA
"Hipposideros ruber",225.574311696901,113.119225380594,181.399353587246,309.565547177559,216.814449908966,393.179901223953,92.4035084474482,239.185685905486,199.408591464036,199.661196006541,"Hipposideros ruber complex str2","Hipposideros ruber","Chiroptera","Hipposideridae",2.3060789822483,-1.32802545299591,4.00715135051972,3.902982260776,5670.861,656.14,581.78,730.5,688.32,106.54,NA,0,1,364.196,1.02604159583327,4.5143698216616,NA,2223.306,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",2300,-2.30258509299405,2300,NA,NA,NA,2,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.245779787071248,1.19192135818672,1.68387315053716,0.00354747884221874,6.54285714285714,6.4377516489364,NA,0.0953101797791994,"1","0","0","0","1","0",-74.2647093210796,9.10829418071302,12.6448486749741,16.703986889325,-0.285386933866994,10.6596347125919,-15.0033752248095,-10.3003100504169,-3.47221363390751,-2.94781713311337,13.0982628923153,9.16598820186384,-4.45135669294281,5.07960395423194,-0.173330466066186,0.147313703076784,3.17967417187836,-2.10884239096596,-2.27700386764935,NA,0.278026905829596
"Centurio senex",76.9742702623136,113.421038337715,113.916283657485,243.036516443979,101.698081734968,314.968633760598,90.2911567710028,151.826192518781,169.777738366278,169.904589197503,"Centurio senex","Centurio senex","Chiroptera","Phyllostomidae",3.1393996233664,-0.373966441048793,4.21950770517611,3.78418963391826,5883.757,NA,370.66,NA,495.951,115.425,NA,-0.00501254182354429,1.858,240.505,NA,3.9391516728164,NA,2079.503,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",1400,NA,NA,"1","0","0",2,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.26227059545239,1.11286117042827,1.4241374576784,NA,NA,0.693147181559945,NA,NA,"0","1","0","0","1","0",21.518476051547,-50.2128255076588,-11.2017121379802,12.0902074362539,-10.8773156874148,12.3510250554767,-4.61837322401329,15.9784230609212,-0.967487002471309,11.017536993763,-2.13689421482185,8.03662700405895,6.38888673102293,5.05868837479302,-4.35328274061496,5.84276568593758,4.57971094625743,-2.47347365090982,-2.76466558206292,NA,NA
"Pipistrellus nanulus",209.757042718657,88.4785808927258,169.839524856613,265.965516027384,196.274410373882,321.001052067323,165.566441021197,231.764128429246,208.04852993903,208.049224398195,"Pipistrellus nanulus","Pipistrellus nanulus","Chiroptera","Vespertilionidae",0.920282753143692,-1.8773173575897,4.07035919947159,3.3322045101752,1907.921,NA,262.829,NA,347.707,73.338,NA,0.672944473242426,1.361,337.435,NA,3.80223046060039,NA,1470.606,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,"0","1","0",1,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.366414852391473,0.820491967760411,1.06897274703866,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",32.2772572572737,36.1177242001094,-30.390041627539,15.0645921812216,11.0839855396257,-3.0559866166496,-4.4890624615095,4.5794384695278,-5.82680861548341,-11.3750727136431,-8.21042999253453,6.98103140756446,-0.66371731770311,0.199043350395382,1.94945100553387,0.639364563020879,-0.0166269318201551,-1.70240927542976,-1.98226581594044,NA,NA
"Epomops buettikoferi",281.024621028923,232.160693855392,317.753878559266,338.670718593668,301.572240531697,328.800655511454,284.512270035635,300.932652262184,275.430213980424,275.519951201415,"Epomops buettikoferi","Epomops buettikoferi","Chiroptera","Pteropodidae",4.91022546649722,0.931770302722541,5.19295685089021,4.50158586973152,790.833,275.89,275.89,NA,365,139.92,NA,-0.0202027073175195,2,240.844,3.14544454678232,4.01908207772155,3.85566427175876,1330.732,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",1200,-2.30258509299405,1200,"0","0","0",2,"0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0",0.998356770088232,1.66511192743176,2.22054770290991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",-55.7379886004561,-8.84098388989021,-24.5468626709838,-39.048026489898,-1.43220949403158,-16.4184296569956,18.8433777344749,-0.189194730105448,-12.1004254343311,6.69855537746641,5.33495871377533,11.3053915835305,-4.33591798677747,-12.4677240148326,-1.87228639810328,2.6467455219098,-6.20132552030978,-0.773189466737081,-1.05308458476951,2.03443822643134,0.335599616717034
"Glauconycteris poensis",239.167406036141,145.124727648148,223.733506971133,294.066745811343,130.984420749428,330.296100503105,160.420529038882,274.095280943994,210.204382013375,210.20588073387,"Glauconycteris poensis","Glauconycteris poensis","Chiroptera","Vespertilionidae",1.93296963777958,-1.58474529984373,4.15204727235039,3.62434093297637,3636.157,NA,346.365,NA,406.184,76.099,NA,0.55043087835835,1.045,362.237,NA,3.69791352374381,NA,1642.426,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,"0","0","0",1,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.946298839218308,1.55573440241757,2.01897717747684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",35.7261449697436,24.8397026946876,5.27602899570055,-5.37113046756824,-13.9530374414572,13.0846940322337,13.865934656587,-14.2219599208123,14.2022527051684,8.12203238523933,-4.56113578799256,8.21331892901948,1.7327569966296,0.286774383696582,12.3915144814698,2.47493056143198,-0.0794974839285538,-2.19187637477592,-2.3511895013606,NA,NA
"Carollia sowelli",157.802126508033,153.935478836371,163.573206656576,235.566961538519,113.504507126494,301.775775574079,180.557252385638,223.867068456483,192.517547457387,192.513105465216,"Carollia sowelli","Carollia sowelli","Chiroptera","Phyllostomidae",2.80336038090653,-0.638658995275876,4.24849524204936,3.69535842021165,5401.267,NA,374.724,NA,497.208,114.251,NA,-0.0202027073175195,1.757,232.652,NA,4.05624455417752,NA,2066.746,NA,NA,"0","2",NA,NA,20,0,80,0,0,0,0,0,0,100,0,0,0,1,"2","1","0","0","0","1",NA,NA,NA,NA,NA,NA,2,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.541043634930909,1.63216879970884,2.00335215941371,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",20.2507015718643,-50.2086575759612,-16.4859894771092,12.6588475839034,-19.8465266321046,2.04579657680749,-9.09555921568778,3.79789905323088,7.11049683985527,1.94772321461399,-3.64574175990754,0.60317063802494,-4.84586650833913,-4.52144679260881,-1.45769748676331,1.44924956951788,-7.70903391368859,-2.38538038504907,-2.66819907967133,NA,NA
"Mormoops blainvillei",271.506974201639,215.370804952952,333.236540273525,297.790919009661,190.01210262635,291.453222403951,205.855686862933,284.806859427423,252.376652084037,252.492296662953,"Mormoops blainvillii","Mormoops blainvillei","Chiroptera","Mormoopidae",2.33650331119751,-1.12085789761543,4.15493781099739,3.83945231259331,5376.244,NA,518.183,NA,639.782,115.049,NA,0,1,360.978,NA,4.22240057561211,NA,2100.748,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,NA,NA,"1","1","0",1,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",1.00516995988173,1.47036848947169,1.67837059491792,26.53457132,6.340000002,NA,NA,NA,"1","0","0","0","0","0",11.4113442419837,-41.4537029904196,-21.6372418733451,0.464240181803741,-20.241995589203,-21.5874938051544,1.17839074496493,-19.1475941299697,-2.9923147016228,-8.50099177522201,3.16568143507473,-4.98030867243383,8.19632937300087,10.5506470677388,2.70555035112228,-1.36694939277408,11.5374352512604,-2.12861777474995,-2.33941680635437,NA,NA
"Pteronotus rubiginosus",97.5238256653412,138.932631913603,188.586826733048,176.61817483056,93.9256223859585,266.925472339514,330.305768490548,211.067345628937,210.29140299097,210.223097834265,"Pteronotus rubiginosus","Pteronotus parnellii","Chiroptera","Mormoopidae",2.96501530089193,-0.631111789640493,4.22683374526818,4.09584343834584,5193.601,NA,509.676,NA,640.373,107.97,NA,-0.00501254182354429,1,360.787,NA,4.33204826486764,NA,2089.985,NA,NA,"0","2",NA,NA,99,0,1,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",2200,4.17592454921452,2135,NA,NA,NA,1,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.631473864605542,1.59364334624717,2.46170763329121,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",8.44839302533513,-39.9119943814211,-22.306732215952,-2.08132162969822,-19.4657139682155,-23.062970975128,3.2946216351414,-19.7327844515587,-5.25752711763384,-7.8049988082783,3.29589323234221,-4.35539583331194,11.4510793667763,13.3054843848764,2.58910308492903,-2.01646323990729,12.9394154102657,-2.09313175078045,-2.32140734014902,NA,NA
"Cynopterus sphinx",304.754980842401,239.001099781272,260.524971330827,313.636546084159,338.221287022373,315.823540670422,247.842092660854,319.763636147227,276.158085262326,276.246318372023,"Cynopterus sphinx","Cynopterus sphinx","Chiroptera","Pteropodidae",3.62167070442049,0.059211859631846,4.72734356994577,4.26267987704132,3686.5,312.99,251.71,525,319.37,120,NA,0.0953101798043249,2,224.836,2.39789527279837,3.73766961828337,3.2188758248682,1285.253,NA,NA,"0","2",NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","1","0","0","0","1",400,-2.30258509299405,400,"0","1","0",2,"0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.388383562865378,1.62890283572263,1.74185089939945,45.05834467,6.700000005,0.693147181559945,"0",NA,"0","0","0","1","1","0",-72.4046138256158,5.46592245655716,-7.11965032284596,-21.5550124553835,4.99423928705531,10.8147930398841,-10.2648115486787,0.887604717369485,6.72554035380827,-6.21313684914496,-0.111939412882797,-3.46014728663397,16.5981597589589,-13.2221324527777,-0.176294972417189,0.294315905062554,-0.310609694237159,-2.44608247217159,-2.68415514624054,2.27272727272727,0.647058823529412
"Carollia brevicauda",175.145356535734,172.565652669581,149.625317591119,227.716969452284,112.457935761743,305.093890399043,148.306063970887,190.940428973816,192.517547457387,192.513105465216,"Carollia brevicauda","Carollia brevicauda","Chiroptera","Phyllostomidae",2.69799986524871,-0.596020469829223,4.24849524204936,3.69535842021165,5397.685,NA,415.332,NA,536.402,114.949,NA,-0.0202027073175195,1.724,234.833,NA,4.11489854116985,NA,2093.991,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"2","1","0","0","0","1",NA,NA,NA,"0","1","0",2,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.25527192008879,1.65808340082609,2.07945868890234,49.52089301,5.499999994,NA,NA,NA,"0","1","0","0","1","1",20.3032542078253,-50.227118723301,-16.3280167962752,12.7345817195612,-19.5692280598838,2.71504615071973,-8.97169861767636,4.61503957858543,6.84813087988914,2.69568578915568,-3.72048580973753,1.2647984978384,-4.13800593911309,-4.08531603914442,-1.79417644662381,2.01423232407184,-7.48177495738048,-2.30884155696761,-2.5646472365277,NA,NA
"Brachyphylla cavernarum",163.812380088306,166.363824361087,143.36674062146,221.122487554485,79.9841270140075,243.662928156884,112.742727162299,159.422499907075,170.163431732836,170.291175914133,"Brachyphylla cavernarum","Brachyphylla cavernarum","Chiroptera","Phyllostomidae",3.80666248977032,0.245296355955343,4.39765389055958,4.19283150893675,5070.248,NA,383.769,NA,506.168,121.518,NA,0,1.5,243.325,NA,4.29646874631224,NA,2067.021,NA,NA,"0","2",NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,"2","1","0","0","0","1",NA,NA,NA,"1","0","0",2,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.462012709589759,1.06295396693697,1.35771757494077,37.95651214,6.360000005,NA,NA,NA,"0","0","0","1","1","0",18.6851378844154,-47.8046231256233,-19.5953492307745,10.2689362540492,-23.6188484675053,-12.5020846363306,-8.41481644288143,-12.0883772053414,7.42848501701293,-8.5733509985779,0.0910000572908271,-7.27645535030806,-5.87343320728843,-3.94427509202762,1.17893744310588,-1.65696504219678,-2.05426202180689,-2.30427638058361,-2.58110420149989,NA,NA
"Eidolon helvum",107.985730759974,88.6281428432255,206.629643739616,298.321424803327,89.4262704575074,294.068379143867,172.672193536927,266.119307883043,168.438151594385,168.117105081809,"Eidolon helvum","Eidolon helvum","Chiroptera","Pteropodidae",5.63632413945168,1.48907655576292,5.29224899114643,4.79164975293071,7968.863,NA,534.874,NA,698.089,219.68,NA,0.0392207131532813,1,364.75,3.89467336709303,4.14178460904393,4.72321985276191,1825,NA,NA,"0","2",NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,"1","2","0","0","0","1",2000,-2.30258509299405,2000,NA,NA,NA,3,"0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.0207790069092841,1.12876394988213,1.48684377323618,47.11269039,6.900000004,13.2176735561177,"1",NA,"0","0","0","1","1","1",-69.6160066123823,3.65169261612135,-13.702801496615,-33.4334847655584,6.28761111511783,9.12132130722516,-6.96516510416434,4.33818826222175,7.60235955541358,-3.17122888795637,-7.96636697885752,-8.6789727129024,8.05681449224105,8.15023919581047,1.07597226556176,-2.61333223189532,-5.24238305381492,-2.4349504998351,-2.70126589649292,2.28998778998779,0.182240131227044
"Artibeus lituratus",160.96106228294,131.874971168209,163.315005959804,300.147518186657,143.503663682958,297.693922762174,150.454911766342,211.092322030735,169.805927071857,169.932777903082,"Artibeus lituratus","Artibeus lituratus","Chiroptera","Phyllostomidae",3.8308129500026,0.048790164169432,4.53259949315326,4.25319845031993,7014.083,326.825,288.37,365.28,394.91,106.54,NA,0,2,219.849,2.18605127673809,2.70805020110221,3.5201649007262,1878.836,NA,NA,"0","2",NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,"2","1","0","0","0","1",NA,NA,NA,"0","1","0",2,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0.23621292000192,1.30691063942361,1.6708858419156,45.31317706,6.1,2.35137525716348,"0",NA,"0","0","0","1","1","0",21.0624205477076,-50.1591064726907,-13.1328493017834,12.6669120769608,-14.1558528997761,10.6302309882521,-6.46335806826718,14.6613076528877,1.75003970453379,10.929925520754,-3.50918376556023,8.37078452245023,4.61713533060716,3.22176006671871,-5.21184736526108,7.81768849120592,0.707875896440559,-2.87701737326748,-3.1914308862973,3.79662921348315,0.386117136659436
"Hipposideros armiger",274.848575620058,164.36941324269,233.987082886145,328.700805014743,263.263902970513,334.736595934832,216.544142013093,261.790224912586,222.480231067024,222.508683540126,"Hipposideros armiger","Hipposideros armiger","Chiroptera","Hipposideridae",3.91182298542548,-0.27443684570176,4.58210624638954,4.49412688719477,5024.223,NA,601.457,NA,751.548,137.028,NA,0.0266419309464211,1.005,361.19,NA,4.41236183446995,NA,2272.723,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",2031,4.60616968632117,1931,"0","1","0",2,"1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",0.485340929524573,1.63048164207233,2.236671063603,30.83319034,5.569999998,NA,NA,NA,"0","0","0","1","1","0",-73.4024206224367,9.19536557694693,14.3658483494989,20.6031714497478,-1.07351789303332,8.62921488228607,-13.0273838224519,-10.6907275144322,-5.32569941284084,-1.35204011161816,11.3472333521142,8.71298877975553,-4.56778223605727,8.48279985660099,-0.245316363818868,-0.433373838498922,-2.74043669787389,-1.89989101469687,-2.12267104919309,NA,NA
"Dermanura glauca",43.5688498302891,85.5599084043458,77.5799577211937,189.315876028675,74.1053952363406,226.903613463101,42.8795177045758,141.549065758098,169.777738366278,169.904589197503,"Artibeus glaucus","Dermanura glaucus","Chiroptera","Phyllostomidae",2.52612856432958,-0.742337424750717,3.85014760171006,NA,5984.62,NA,354.741,NA,477.199,117.278,NA,-0.0100503358535015,1.904,235.076,NA,3.60253149337871,NA,2102.364,NA,NA,"0","2",NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,"2","1","0","0","0","1",NA,NA,NA,"0","0","0",1,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.267906657542099,1.62411269368207,2.14941648487746,NA,NA,NA,NA,NA,"0","0","1","0","1","0",21.2507222551922,-50.0774347669952,-12.1997659274606,12.4075156676791,-12.4314039988137,11.7784985044165,-5.40040187930952,15.6485419760332,0.256642189047095,11.4140004628928,-2.85392128392707,8.61555272587517,5.98160305107785,4.53542342602664,-4.86069692676299,7.28215906005485,2.96246254406682,-2.52901452924873,-2.8255601781734,NA,NA
"Neoromicia nana",275.457638684507,169.398770315126,287.197650885716,359.508722877935,292.695435663961,335.915196036833,224.306659869051,304.893286374441,233.395916680469,233.400650071786,"Neoromicia nanus","Neoromicia nana","Chiroptera","Vespertilionidae",1.35583515363518,-2.30258509299405,4.05347048301213,3.36729582998647,1255.221,NA,193.337,NA,302.175,75.56,NA,0.62057648772511,1.5,315.979,NA,3.78897362689924,NA,1316.869,NA,NA,"1","2",NA,1,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,NA,NA,NA,3,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0",0.0207441159093876,0.796723408117481,1.04701985156552,12.6016305147383,6.07835757057314,1.79175946839472,NA,NA,"0","0","1","0","1","1",33.2057604239712,35.7694741058085,-27.305610458267,12.4381701729275,8.62386229574885,0.195223545397207,1.21553730946344,-2.07269573864611,3.97223167401173,11.9464734911107,9.98013157474995,-8.94970692008707,0.572049597219457,-0.0808993087962978,-2.73932974822702,-0.746579844983814,0.640133566131695,-1.42406061193488,-1.87063215147065,NA,NA
"Hipposideros larvatus",237.092438475535,171.19994372135,211.969586965218,295.926312836193,219.423366439839,318.04113961015,155.354430001726,266.507408539617,215.538844658801,215.527732414617,"Hipposideros larvatus","Hipposideros larvatus","Chiroptera","Hipposideridae",2.99322914333587,-0.877070018720874,4.22518274808557,4.094177881665,5229.055,NA,607.866,NA,729.087,104.246,NA,-0.0202027073175195,1.039,364.027,1.32175583998232,4.19889975369344,NA,2247.277,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,NA,NA,"1","1","0",2,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",0.522989274974009,1.67084077307217,1.62437585185388,33.39594081,5.300000005,NA,NA,NA,"0","0","0","1","1","0",-73.2688988782333,9.21774144938289,14.6963440587504,21.3440604240152,-1.22783147063518,8.0990938420747,-12.3982693026487,-10.4826901619456,-5.48650035116459,-1.03804878377828,10.8059839510791,8.44606163447754,-4.73946670312267,8.95576663025781,-0.240540247638403,-0.52588016315292,-3.76937968776979,-1.97019278594454,-2.15203138945751,NA,0.191394736842105
"Coleura afra",249.674472931735,167.003506811724,207.148245977262,272.869312498055,268.872456938703,346.178081870769,179.498987774412,229.678133706467,205.908167537502,205.923244700985,"Coleura afra","Coleura afra","Chiroptera","Emballonuridae",2.36837283353205,-1.35479569406052,4.18965474202643,3.87120101090789,2383.193,365,365,NA,365,108.128,NA,0,1.5,282.658,NA,3.97068806149026,NA,1180.423,NA,NA,"1","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,-2.30258509299405,NA,"0","1","0",5,"1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0",0.0557947393136585,0.618813127696327,0.960825013417952,NA,NA,10.1365814335154,"0",1.96009478398888,"0","0","0","1","0","1",26.5752812887406,-35.4096931242269,13.1991522456862,1.86231480301611,30.9772332781807,8.0963690544472,10.6838098893632,-5.92598376258527,-3.7525541620858,-7.89977728656764,2.63881653730172,-8.28048037175486,-0.730162883880024,1.15583282549366,5.06535198888102,10.4760701852199,-0.326380246206953,-1.87629911058501,-1.87629911058501,NA,NA
"Chaerephon pumilus",197.542972788157,163.199555417293,169.279074282503,248.227045347628,174.850268850668,261.763212008446,248.584016691922,135.795215678996,193.982149139714,193.609593095737,"Chaerephon pumilus str1","Chaerephon pumilus","Chiroptera","Molossidae",2.39607543608138,-1.24827306322252,4.55387689160054,3.66330520299451,1825,140.97,140.97,NA,152.08,62.57,NA,0,3,249.926,1.28923264827676,3.19867311755068,NA,637.227,NA,NA,"0","2",NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,"3","1","0","0","0","1",NA,NA,NA,NA,NA,NA,3,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0",0.253815524111553,0.68725676180952,0.836328904533534,57.91060964,8.900000007,8.29779262737713,"0",0.0953101797791994,"0","0","0","1","1","1",35.4746540826699,10.2749901160564,26.1512208995209,-14.1592808311815,-0.0944557209379946,-18.4064232449817,-17.454486116892,7.60777058429522,1.76196981216392,9.17616034024645,-0.00105071422580395,5.16200816722499,1.738510026307,-0.523946701881328,5.24857945895737,-7.0952222112688,1.02506930152904,-2.48492856783642,-2.56078816423376,NA,0.991803278688524
