"X","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","female_relative_maturity","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","relative_age_first_birth","mass_specific_production_rate","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
5403,"Chiroptera","Vespertilionidae","Myotis bocagii",7.93,0.21,58.932,38,7141.368,NA,477.565,0.0668730416917319,NA,575.62,76.635,NA,0.99,1.004,364.533,NA,56.645,NA,2185.195,0.0806036042394118,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical",2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis bocagii","Myotis bocagii",1,1,32,8.500000006,38.00000003,NA,NA,NA,NA,NA,NA,NA,0.372627373,1.01313282,1.210339535,38.01905965,19.9527556,20.48760782,-13.33078651,-19.43709052,9.893402967,7.487393112,-0.858923063,-3.71015521,-6.635510044,-1.182568367,-1.094680412,-0.906876745,0.080998835,-8.617774371,-3.014017277,0.91378285
5404,"Chiroptera","Vespertilionidae","Myotis bombinus",7.5,0.197,50,40,8650.5,NA,392.215,0.0453401537483382,NA,490.114,69.49,NA,1,1,364.75,NA,60,NA,2591.493,0.0566573030460667,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis bombinus","Myotis bombinus",0,0,NA,NA,39.99999997,NA,NA,NA,NA,NA,NA,NA,1.09994033,1.09994033,1.09994033,37.64003395,21.67120382,17.08272694,-11.65022946,-18.92828218,11.21101922,9.662213049,-5.053200407,1.224928346,-4.016192565,-2.985888766,1.745500022,-0.783005197,-0.420973861,-5.905521283,-3.103367831,-0.409521301
5405,"Chiroptera","Vespertilionidae","Myotis borneoensis",5.3,0.17,50,43,8760,410.5,365,0.0416666666666667,456,481.895,67.869,NA,1,1,364.75,NA,46.814,NA,2631.061,0.0550108447488584,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis montivagus","Myotis borneoensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.462503852,2.462503852,2.462503852,37.40818047,22.39110326,15.71320344,-11.00237026,-18.65953754,11.8001171,10.62283729,-6.560179348,2.903198101,-3.188294316,-3.738598232,2.904361096,-0.729837023,-0.50633524,-5.161705047,-2.730360028,-0.782066496
5406,"Chiroptera","Vespertilionidae","Myotis brandtii",7,8.583,145.188,34.99,14965,NA,652.842,0.0436245907116605,NA,769.256,158.707,NA,1.119,1.005,374.189,NA,121.456,NA,3320.725,0.0514036752422319,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,1,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,"Myotis brandtii","Myotis brandtii",0,0,NA,NA,34.98999996,NA,1,NA,0,0,0,1,0.42026443,1.460812418,1.728753233,37.91084769,19.10884323,21.52916152,-13.87945166,-19.11407022,8.367080025,5.665384418,1.568538839,-6.026235381,-7.237411316,0.117630262,-2.835339593,-1.104917326,0.327099685,-8.017945591,-1.175471284,1.043859611
5408,"Chiroptera","Vespertilionidae","Myotis bucharensis",7.54,0.612,80.388,NA,9825.585,730,730,0.0742958307317071,NA,725.415,93.243,NA,1,1.005,365.93,NA,57.358,NA,2830.107,0.0738291918496456,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis bucharensis","Myotis bucharensis",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.91067848,19.22729401,21.30846648,-13.77080293,-19.2192463,8.638433816,5.931877454,1.344693573,-5.872319016,-7.285149105,-0.016852879,-2.70199388,-1.104586892,0.321399503,-8.218009386,-1.296561837,1.061886211
5409,"Chiroptera","Vespertilionidae","Myotis californicus",4.39,0.249,53,33.14,5475,NA,391.083,0.0714306849315069,NA,489.596,77.701,NA,0.99,1,364.494,NA,89.79,NA,2119.947,0.0894239269406393,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Nearctic, Neotropical",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"Myotis californicus","Myotis californicus",1,0,29.75030852,5.6,33.13999999,1,0,NA,0,0,0,1,0.035646085,0.387474569,0.608861049,37.82910405,18.86783689,21.82028205,-14.00827604,-18.99620277,7.771502643,5.007208186,2.218226097,-6.566017117,-7.309235853,0.499408098,-3.312699558,-1.115425528,0.340435927,-7.568719412,-0.610783727,0.97476886
5410,"Chiroptera","Vespertilionidae","Myotis capaccinii",23.82,0.479,72,40,12045,377.57,410.255,0.0340601909506019,502,475.255,65,NA,1,1,364.75,5.95,41.995,23.1,2190,0.0394566210045662,0.249790092359362,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,900,0,900,0,"Occurs on mainland",1,0,"Palearctic",3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"Myotis capaccinii","Myotis capaccinii",0,0,57.78372686,NA,39.99999997,NA,0,NA,1,0,0,0,0.073236463,0.35767812,0.418634972,36.79549847,23.99987632,11.86171318,-9.099381314,-17.15185454,12.70536636,12.84678315,-10.90196944,8.217267892,0.725422186,-5.480648772,6.639837414,0.268069709,-0.145990305,-0.056667317,-0.987102015,-0.95569542
5413,"Chiroptera","Vespertilionidae","Myotis chiloensis",8.005,0.244,46.7,38,7369.067,NA,501.065,0.0679957177753982,NA,596.67,78.845,NA,0.98,1.028,364.489,NA,54.972,NA,2346.637,0.0809695447198404,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,50,1450,0,"Occurs on mainland",1,1,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Myotis chiloensis","Myotis chiloensis",0,0,35.9633396,5.759999994,38.00000003,NA,NA,NA,NA,NA,NA,NA,0.123597266,1.201235179,1.647529113,38.06231177,19.66638818,20.9067988,-13.57424696,-19.37628457,9.530599924,6.971977132,0.100391051,-4.691704493,-6.917179341,-0.711177288,-1.715100015,-1.00591701,0.239652073,-8.597449279,-2.231342099,1.076208668
5414,"Chiroptera","Vespertilionidae","Myotis chinensis",28.55,0.461,76,65,8030,476.4,450.8,0.0561394769613948,502,519.8,69,NA,1.25,1,364.75,5.95,41.995,23.1,2346.212,0.0647322540473225,0.260507880910683,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Myotis chinensis","Myotis chinensis",1,0,30.08041756,5.460000004,65.00000005,NA,0,NA,NA,NA,NA,NA,0.825296619,1.095602544,1.2577861,37.87211908,21.03539437,18.40633265,-12.29727893,-19.17453905,10.59639479,8.723954331,-3.537778137,-0.481112048,-4.754208902,-2.203470606,0.649311514,-0.755874143,-0.294926949,-6.474721334,-3.44178756,0.006688949
5415,"Chiroptera","Vespertilionidae","Myotis ciliolabrum",5,0.261,53,NA,5475,365.25,365.25,0.0667123287671233,365.25,486.203,74.011,NA,1,1,364.75,1.1,89.79,NA,2215.138,0.088804200913242,0.22,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,3300,300,3000,0,"Occurs on mainland",1,1,"Nearctic, Neotropical",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"Myotis ciliolabrum","Myotis ciliolabrum",0,0,35.91894521,6.700000005,32.20000002,10,NA,2.999999999,0,0,0,1,0.029652178,0.338532519,0.390995459,37.8000899,18.78225584,21.92475387,-14.05492442,-18.96377848,7.600290578,4.825918884,2.378766957,-6.687072252,-7.317609902,0.583121592,-3.412414893,-1.113424809,0.344070577,-7.413215589,-0.43776449,0.945753825
5417,"Chiroptera","Vespertilionidae","Myotis cobanensis",10.82,0.223,35,41.49,8113.251,NA,429.577,0.0529475792133141,NA,504.664,68.161,NA,1.016,1.001,364.705,NA,46.859,NA,2375.562,0.0622024389483328,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Neotropical",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Myotis cobanensis","Myotis cobanensis",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773834782,0.773834782,0.773834782,37.9342024,19.27994478,21.27313611,-13.75811177,-19.24019053,8.721529274,6.024975102,1.24609529,-5.783763397,-7.255175011,-0.064763391,-2.634574409,-1.101260832,0.316617343,-8.281963559,-1.388115806,1.07056011
5419,"Chiroptera","Vespertilionidae","Myotis csorbai",7,0.257,62.223,NA,7409.648,NA,423.21,0.0571160735300786,NA,513.506,83.787,NA,1.092,1.006,364.364,NA,47.702,NA,2162.871,0.0693023474259506,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,1700,1300,400,NA,"Occurs on mainland",NA,NA,"Indomalayan",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis csorbai","Myotis csorbai",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.51691199,22.08608008,16.40870795,-11.34644489,-18.81157898,11.47286783,10.12457285,-5.794884548,2.046419394,-3.625783068,-3.370157016,2.329603519,-0.779151698,-0.481635284,-5.555011148,-2.916354414,-0.613308327
5420,"Chiroptera","Vespertilionidae","Myotis dasycneme",15,0.31,61,45.5,7482.5,NA,374.462,0.050045038422987,NA,436.994,68.376,NA,1,1.004,364.761,NA,45.847,NA,1825,0.0584021383227531,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,"Occurs on mainland",0,1,"Palearctic",5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,"Myotis dasycneme","Myotis dasycneme",0,0,46.20954818,6.800000005,45.50000004,NA,1,NA,0,0,0,1,0.519138447,1.195043699,1.41956159,37.99361519,20.22590474,20.0172861,-13.08226518,-19.40334481,10.08870632,7.825757213,-1.629171793,-2.810736099,-6.131739864,-1.443259083,-0.647932148,-0.817292255,-0.043679475,-8.131930657,-3.42515779,0.691609837
5421,"Chiroptera","Vespertilionidae","Myotis daubentonii",7.902,0.23,47.7,35.295,10220,371.23,640.308,0.062652446183953,730,426.37,54.285,NA,1.21,1,365.688,2.067,35.33,5.49,3298.504,0.0417191780821918,0.316511009870919,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,1,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,"Myotis daubentonii","Myotis daubentonii",0,0,36.5930571,6.299999993,36.58999996,100,1,1,0,0,0,1,0.197411211,1.188924505,1.474937693,37.95982613,20.55700503,19.25722304,-12.7078331,-19.23908822,10.27663965,8.247151236,-2.639858521,-1.549996396,-5.303831821,-1.827237919,0.090751577,-0.740608231,-0.185820286,-7.125108057,-3.630773038,0.334504113
5422,"Chiroptera","Vespertilionidae","Myotis davidii",5.3,0.147,50,NA,8760,410.5,365,0.0416666666666667,456,458.407,62.769,NA,1,1,364.75,NA,46.34,NA,2632.544,0.0523295662100457,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Palearctic",2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis davidii","Myotis davidii",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030416338,0.436748156,0.532933087,36.90623863,23.6882072,12.68706752,-9.518872756,-17.52420172,12.55181916,12.42641452,-10.03220509,7.139451788,-0.077956037,-5.107116055,5.839377811,0.030631318,-0.263003189,-1.138498923,-1.297936274,-1.026212739
5423,"Chiroptera","Vespertilionidae","Myotis dieteri",7.5,0.206,58.391,NA,6811.094,NA,390.844,0.0573834394298478,NA,467.483,71.703,NA,1.065,1.005,364.786,NA,47.843,NA,2047.568,0.068635523162652,NA,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Afrotropical",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis dieteri","Myotis dieteri",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75341419,24.18975173,11.17938717,-8.725255289,-16.76929954,12.8171017,13.13244977,-11.58497033,9.207753735,1.725233035,-5.575640932,7.163717323,0.49769998,-0.086038388,1.381757134,-0.694246941,-0.879084277
5424,"Chiroptera","Vespertilionidae","Myotis diminutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,225,150,75,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis diminutus","Myotis diminutus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.212399933,4.319330127,4.442322371,38.05142986,19.63896925,20.93731437,-13.58857428,-19.37936931,9.496519281,6.930692334,0.154841988,-4.750570778,-6.948759568,-0.681881107,-1.764236113,-1.011955547,0.24302922,-8.613501374,-2.193234996,1.078037395
5425,"Chiroptera","Vespertilionidae","Myotis dinellii",8.4,0.367,61.18,38,7663.585,NA,477.854,0.0623538461438087,NA,576.539,85.62,NA,1.038,1.001,363.952,NA,52.151,NA,2257.894,0.0752309787129653,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,820,30,790,NA,"Occurs on mainland",NA,NA,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis dinellii","Myotis dinellii",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096839323,0.32055111,0.557845003,38.05572596,19.84084495,20.70879222,-13.43225729,-19.40941691,9.813764578,7.310205971,-0.469560299,-4.099129597,-6.740656514,-1.009997984,-1.30540861,-0.898086111,0.14621693,-8.658722078,-2.757048126,1.001874213
5426,"Chiroptera","Vespertilionidae","Myotis dominicensis",4.2,0.126,57,34,2555,98,98,0.0383561643835616,98,173.66,75.66,NA,1,2.75,365,1,35,3.7,1046.31,0.0679686888454012,0.654761904761905,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,1,"Occurs only on isolated islands",0,0,"Neotropical",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"Myotis dominicensis","Myotis dominicensis",0,0,NA,NA,34,NA,NA,NA,1,0,0,0,0.993877176,1.009835218,1.022601651,37.99843489,19.47822683,21.09395055,-13.65248465,-19.32251666,9.208834047,6.576533521,0.596169816,-5.180355048,-7.12680724,-0.474396566,-2.075846427,-1.038309755,0.268699197,-8.564460563,-1.870506238,1.075733826
5427,"Chiroptera","Vespertilionidae","Myotis elegans",4.21,0.207,49,32.99,6835.125,NA,463.274,0.067778423949818,NA,558.315,78.038,NA,0.98,1.047,364.522,NA,61.81,NA,2295.271,0.081683217205245,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,750,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis elegans","Myotis elegans",1,0,NA,NA,32.99000003,NA,NA,NA,NA,NA,NA,NA,0.606045182,1.441557313,1.828996696,38.06478746,19.81624175,20.73535543,-13.45294126,-19.39771,9.796263308,7.289582771,-0.41371436,-4.153032009,-6.73967473,-0.984039658,-1.328985392,-0.910754387,0.162936457,-8.659581691,-2.707285401,1.021435636
5428,"Chiroptera","Vespertilionidae","Myotis emarginatus",9.28,0.225,50,40,8285.5,413.84,434.92,0.0524917023716131,456,547.5,65.325,NA,0.995,1,364.75,NA,41.61,NA,2542.773,0.066079295154185,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",1,0,0,0,1,1800,0,1800,0,"Occurs on mainland",1,0,"Palearctic",4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Myotis emarginatus","Myotis emarginatus",0,0,37.66171401,5.900000005,39.99999997,NA,0,NA,1,0,0,0,0.089438344,0.905373681,1.1744263,37.99873184,20.0184704,20.38104101,-13.27834895,-19.46050033,9.931866422,7.570146915,-1.061908766,-3.501094891,-6.576298435,-1.269723341,-0.988679288,-0.90148047,0.03949712,-8.570229239,-3.15731676,0.849575969
5429,"Chiroptera","Vespertilionidae","Myotis escalerai",7.5,0.22,50,39.35,8650.5,NA,407.961,0.0471603953528698,NA,509.767,71.204,NA,1,1,364.75,NA,60,NA,2615.058,0.0589291948442287,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",1,0,0,0,1,2100,0,2100,NA,NA,NA,NA,"Palearctic",2,0,0,0,0,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis escalerai","Myotis escalerai",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213903368,1.041542503,1.625443668,37.72138675,21.49846483,17.45874324,-11.83225314,-19.01953111,11.03883767,9.374198505,-4.589291822,0.716526553,-4.219781739,-2.732973009,1.393937406,-0.772864187,-0.383602849,-6.050534113,-3.218627013,-0.282199317
5430,"Chiroptera","Vespertilionidae","Myotis evotis",7.4,0.206,55.213,36.72,8030,NA,373.963,0.0465707347447073,NA,459.752,50,NA,1,1,364.75,1.22,44.326,NA,2193.615,0.057254296388543,0.164864864864865,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"S",1,0,0,0,1,2830,NA,NA,0,"Occurs on mainland",1,1,"Nearctic, Neotropical",3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Myotis evotis","Myotis evotis",1,0,31.44528595,5.999999995,36.72000004,21.00000001,1,1,0,0,0,1,0.071823493,0.40971418,0.489592062,37.87193574,19.00905117,21.62491281,-13.9191476,-19.05930717,8.099156089,5.354293911,1.911982359,-6.335256661,-7.301790604,0.328534627,-3.109700508,-1.116124908,0.335391516,-7.770066884,-0.867830465,1.011691289
5431,"Chiroptera","Vespertilionidae","Myotis federatus",5.3,0.17,50,43,8760,410.5,365,0.0416666666666667,456,484.241,68.909,NA,1,1,364.75,NA,46.734,NA,2628.744,0.0552786529680365,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,900,0,900,NA,NA,NA,NA,"Indomalayan",1,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Myotis montivagus","Myotis federatus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.40818047,22.39110326,15.71320344,-11.00237026,-18.65953754,11.8001171,10.62283729,-6.560179348,2.903198101,-3.188294316,-3.738598232,2.904361096,-0.729837023,-0.50633524,-5.161705047,-2.730360028,-0.782066496
5432,"Chiroptera","Vespertilionidae","Myotis fimbriatus",23.41,0.485,72,NA,12045,456.127,410.255,0.0340601909506019,502,475.255,65,NA,1,1,364.75,5.9,41.995,23.1,2486.387,0.0394566210045662,0.252029047415634,NA,NA,1,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis fimbriatus","Myotis fimbriatus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079669799,2.079669799,2.079669799,37.96412225,20.50762368,19.38351172,-12.77603712,-19.30553454,10.2449537,8.180916501,-2.482329116,-1.767257182,-5.465445998,-1.749617501,-0.069825942,-0.762174289,-0.165761114,-7.365917019,-3.610981035,0.391551856
5433,"Chiroptera","Vespertilionidae","Myotis findleyi",4.91,0.251,61.742,31.5,7099.993,NA,443.842,0.0625130193790332,NA,523.51,82.253,NA,1.064,1.006,364.524,NA,52.894,NA,2132.433,0.0737338755122716,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,600,0,600,NA,"Occurs only on isolated islands",NA,NA,"Neotropical",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Myotis findleyi","Myotis findleyi",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.00257659,20.00549536,20.41311058,-13.29327886,-19.45855489,9.906677411,7.528444649,-0.988353117,-3.58021686,-6.616536459,-1.24436002,-1.029166631,-0.90390643,0.048997421,-8.577465147,-3.106049821,0.863396314
5434,"Chiroptera","Vespertilionidae","Myotis formosus",7.07,0.246,58.562,48.99,7061.294,NA,429.276,0.06079282352498,NA,520.985,73.34,NA,1.041,1.003,364.844,NA,49.013,NA,2111.649,0.0737803864277567,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"Myotis formosus","Myotis formosus",1,0,NA,NA,48.98999995,NA,NA,NA,NA,NA,NA,NA,1.171037237,1.25644538,1.414902381,38.04115325,19.89033009,20.6117292,-13.38276572,-19.41564806,9.858918689,7.390816396,-0.637223842,-3.929420144,-6.695476572,-1.08826493,-1.209179429,-0.893591082,0.11932962,-8.649001305,-2.868638523,0.966674102
5435,"Chiroptera","Vespertilionidae","Myotis fortidens",6.5,0.132,57.85,37,12410,227.65,245.3,0.0197663174858985,210,302.695,57.395,NA,1,1,364.75,2.07,25.5,6.79,2496.117,0.0243912167606769,0.318461538461538,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Myotis fortidens","Myotis fortidens",1,0,NA,NA,36.99999999,NA,NA,NA,NA,NA,NA,NA,0.249129573,0.703626875,1.045051339,38.03039572,19.57734912,21.00883233,-13.62143891,-19.38129723,9.411249161,6.822846761,0.299689213,-4.900961581,-7.023862681,-0.61436763,-1.873584814,-1.02354881,0.252302252,-8.609348863,-2.075029064,1.074392782
