"X","order","family","binomial","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","female_relative_maturity","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","relative_age_first_birth","mass_specific_production_rate","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non.volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","foraging_aerial","foraging_arboreal","foraging_ground","foraging_marine","foraging_scansorial","island_mainland","island_marine","island_landbridge","island_endemic","bio_palearctic","bio_afrotropical","bio_antarctic","bio_australasian","bio_indomalayan","bio_nearctic","bio_neotropical","bio_oceanian","iucn_forest","iucn_savanna","iucn_shrubland","iucn_grassland","iucn_wetlands","iucn_rocky","iucn_caves","iucn_desert","iucn_marineneritic","iucn_marineoceanic","iucn_marinedeep","iucn_marineintertidal","iucn_marinecoastal","iucn_artificialterr","iucn_artificialaquatic","iucn_introducedveg","tree_match","gbif_match","iucn_moistforest","iucn_moistsavanna","relative_wing_loading","aspect_ratio","forearm_mm","median_aggregation_size","migration","mixed_species_association_n","cave_roost","cavity_roost","foliage_roost","generalist_roost","min_aridity_index","mean_aridity_index","perc80_aridity_index","pco_1","pco_2","pco_3","pco_4","pco_5","pco_6","pco_7","pco_8","pco_9","pco_10","pco_11","pco_12","pco_13","pco_14","pco_15","pco_16","pco_17"
6673,"Chiroptera","Vespertilionidae","Arielulus torquatus",6.3,0.176,59.209,NA,3989.026,NA,337.6,0.0846321884088998,NA,406.016,73.56,NA,1.676,1.035,361.901,NA,43.299,NA,1702.635,0.10178324232532,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Indomalayan",2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Arielulus torquatus","Thainycteris torquatus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79644908,24.80896906,5.521067654,-5.507484732,-14.0977691,13.15169155,13.90252901,-14.17972656,14.08809842,7.941319574,-4.629518877,8.233101479,1.708866947,0.280550504,12.06433018,2.408957815,-0.135293057
5022,"Chiroptera","Phyllostomidae","Ariteus flavescens",10.09,0.461,63.028,40.5,5765.709,NA,359.493,0.0623501810445168,NA,480.796,113.74,NA,0.993,1.861,243.716,NA,46.616,NA,2027.831,0.0833888772395554,NA,NA,NA,0,2,NA,NA,40,0,60,40,0,0,0,0,0,60,0,0,0,2,2,"Ar",1,0,0,0,1,1500,0,1500,1,"Occurs only on isolated islands",0,0,"Neotropical",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Ariteus flavescens","Ariteus flavescens",1,0,NA,NA,40.49999998,NA,NA,NA,0,0,1,0,0.677859749,1.032814404,1.039377504,21.36755896,-50.14350577,-11.69427282,12.24434861,-11.5602434,12.10249828,-4.953565458,15.85614156,-0.40372922,11.27222812,-2.513771243,8.436494455,6.288980778,4.938327434,-4.636136393,6.800201032,3.947415372
5023,"Chiroptera","Phyllostomidae","Artibeus aequatorialis",46.1,0.93,93,60.34,7014.083,333.22,288.37,0.0411130008013877,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,0.0628122022508145,0.386117136659436,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1106,22,1084,NA,NA,NA,NA,"Neotropical",1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus jamaicensis","Artibeus aequatorialis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25527192,0.895793781,1.702067236,21.01507064,-50.19136021,-13.35713265,12.7144585,-14.52042535,10.36566954,-6.651553185,14.40939896,2.039329487,10.782044,-3.620691912,8.281882072,4.266215995,2.912518412,-5.219375944,7.819350478,0.235050271
5024,"Chiroptera","Phyllostomidae","Artibeus amplus",61.04,1.141,92.325,70.5,6011.063,NA,383.434,0.0637880521298812,NA,511.639,117.123,NA,1,1.826,238.248,NA,46.324,NA,2074.716,0.0851162265309813,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,2630,25,2605,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus amplus","Artibeus amplus",1,0,NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,0.44957582,1.805584668,2.545315488,21.10831875,-50.15772535,-12.87763461,12.58350701,-13.67905784,10.93442195,-6.175442516,14.97793146,1.308953912,11.08210284,-3.350605268,8.509987585,4.993322389,3.603832364,-5.175764806,7.790120533,1.346762238
5029,"Chiroptera","Phyllostomidae","Artibeus concolor",19.675,0.633,71.683,47.34,5840.654,NA,352.735,0.0603930655710816,NA,481.318,114.131,NA,0.989,1.89,238.343,NA,45.85,NA,2064.512,0.0824082371597427,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,1000,NA,NA,0,"Occurs on mainland",0,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus concolor","Artibeus concolor",1,0,35.7805,6.46,48.69999998,NA,NA,NA,NA,NA,NA,NA,0.918242582,1.700029478,2.019956039,20.90763705,-50.23872185,-13.87085603,12.85678535,-15.31147469,9.676853701,-7.078253182,13.55823751,2.825509427,10.2437932,-3.868052519,7.870513302,3.458377616,2.192585075,-5.145526486,7.708066682,-0.832720417
5030,"Chiroptera","Phyllostomidae","Artibeus fimbriatus",63.895,1.149,91.141,NA,5950.901,NA,392.648,0.0659812690548877,NA,518.744,117.544,NA,0.992,1.801,237.943,NA,47.592,NA,2094.158,0.0871706654168839,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus fimbriatus","Artibeus fimbriatus",0,0,33.67631904,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70841719,1.302624933,1.643448559,21.03574631,-50.19814346,-13.24507827,12.6769873,-14.29561469,10.4813579,-6.523986049,14.52400855,1.860910146,10.84562525,-3.558902244,8.351873953,4.432593863,3.084166891,-5.230939591,7.887137905,0.508955687
5031,"Chiroptera","Phyllostomidae","Artibeus fraterculus",45.65,0.947,93,56,7014.083,326.825,288.37,0.0411130008013877,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1876.919,0.0563024418159865,0.389923329682366,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus fraterculus","Artibeus fraterculus",0,0,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,0.003910559,0.64464382,0.866194894,20.98139582,-50.2112033,-13.53138849,12.78010458,-14.74858942,10.18016649,-6.768074438,14.11888665,2.32016494,10.62918266,-3.704396078,8.155933751,4.043740343,2.699215012,-5.193709786,7.861380297,-0.083226364
5034,"Chiroptera","Phyllostomidae","Artibeus hirsutus",40.42,0.804,70,55.88,6227.931,NA,316.646,0.0508428882722047,NA,445.714,112.195,NA,0.98,1.963,229.487,NA,36.594,NA,1948.277,0.0715669457481144,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Artibeus hirsutus","Artibeus hirsutus",1,0,NA,NA,55.87999994,NA,NA,NA,0,0,0,1,0.119810971,0.57943705,0.762728718,20.97410643,-50.20497854,-13.58466155,12.78922348,-14.89459041,10.03856466,-6.868573191,13.97585398,2.451797601,10.52539808,-3.737854011,8.05630138,3.907157578,2.572299863,-5.186308008,7.806087351,-0.285397493
5035,"Chiroptera","Phyllostomidae","Artibeus inopinatus",18.99,0.582,72,50.49,6292.211,NA,299.353,0.0475751687284486,NA,423.803,113.103,NA,0.993,1.988,225.879,NA,36.205,NA,1912.468,0.0673535900178808,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1000,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus inopinatus","Artibeus inopinatus",0,0,NA,NA,50.49000004,NA,NA,NA,0,0,0,1,0.589784002,0.839758467,0.804194358,20.9516239,-50.21200769,-13.72830619,12.8352245,-15.17700893,9.812418279,-7.041539543,13.70865649,2.719343961,10.34798533,-3.807307482,7.88705682,3.651174752,2.329729176,-5.15413319,7.674288194,-0.61865126
5036,"Chiroptera","Phyllostomidae","Artibeus jamaicensis",46.1,0.93,93,60.34,7014.083,333.22,288.37,0.0411130008013877,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,0.0628122022508145,0.386117136659436,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,"Artibeus jamaicensis","Artibeus jamaicensis",1,0,45.9983375,6.4,60.34000002,1,0,NA,0,0,0,1,0.171016303,1.184676792,1.519199884,21.01507064,-50.19136021,-13.35713265,12.7144585,-14.52042535,10.36566954,-6.651553185,14.40939896,2.039329487,10.782044,-3.620691912,8.281882072,4.266215995,2.912518412,-5.219375944,7.819350478,0.235050271
5037,"Chiroptera","Phyllostomidae","Artibeus lituratus",46.1,1.05,93,70.33,7014.083,326.825,288.37,0.0411130008013877,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1878.836,0.0563024418159865,0.386117136659436,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus lituratus","Artibeus lituratus",1,0,45.31317706,6.1,70.32999993,10.5,0,NA,0,0,0,1,0.23621292,1.306910639,1.670885842,21.06242055,-50.15910647,-13.1328493,12.66691208,-14.1558529,10.63023099,-6.463358068,14.66130765,1.750039705,10.92992552,-3.509183766,8.370784522,4.617135331,3.221760067,-5.211847365,7.817688491,0.707875896
5038,"Chiroptera","Phyllostomidae","Artibeus obscurus",45.65,0.994,93,NA,7014.083,326.825,288.37,0.0411130008013877,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,1879.597,0.0563024418159865,0.389923329682366,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,500,NA,NA,0,"Occurs on mainland",1,0,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Artibeus obscurus","Artibeus obscurus",1,1,42.692345,6.449399996,NA,1,NA,0,0,0,0,1,0.596294516,1.771172695,2.357541338,21.06601517,-50.1503152,-13.09301399,12.65477149,-14.06830733,10.71638381,-6.398678852,14.76075107,1.647321978,10.99605021,-3.476305143,8.429756122,4.714629897,3.310034141,-5.196568423,7.778401379,0.861248149
5040,"Chiroptera","Phyllostomidae","Artibeus planirostris",47,0.93,93,60.34,7014.083,333.22,288.37,0.0411130008013877,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,0.0628122022508145,0.378723404255319,NA,NA,0,2,NA,NA,20,0,80,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,"Occurs on mainland",NA,NA,"Neotropical",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Artibeus planirostris","Artibeus planirostris",1,0,40.1758,6.361849999,65.97500002,NA,NA,2,0,0,1,0,0.260558303,1.412708278,1.728442754,21.09152465,-50.1675712,-12.97104001,12.61588521,-13.82663427,10.8420626,-6.261297717,14.87722045,1.455957491,11.04854212,-3.406844736,8.485367658,4.878797028,3.482287316,-5.196314668,7.840090596,1.137981652
5043,"Chiroptera","Phyllostomidae","Artibeus schwartzi",46.1,0.93,93,60.34,7014.083,333.22,288.37,0.0411130008013877,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,0.0628122022508145,0.386117136659436,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,120,NA,NA,NA,"Occurs on large land bridge islands",NA,NA,"Neotropical",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Artibeus schwartzi",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885775888,1.364093994,1.509339569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4581,"Chiroptera","Hipposideridae","Asellia arabica",10,0.24,56,51.33,6218.808,730.5,730.5,0.117466241118877,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2725.936,0.128095287714302,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asellia arabica","Asellia arabica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.51376512,8.553450638,8.403866676,7.895512397,1.313152348,13.16552033,-16.69554444,-8.280107143,-0.421105191,-4.243569427,10.4224133,5.955598,0.022186017,-7.293692835,-0.177196938,1.392761977,9.735343466
4582,"Chiroptera","Hipposideridae","Asellia italosomalica",10,0.24,56,51.33,6098.019,730.5,730.5,0.11979300162889,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2685.032,0.130632587402565,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",5,1,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Asellia tridens","Asellia italosomalica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.54177574,8.649812438,9.056255525,9.224904895,1.07738513,12.85562667,-16.53058017,-8.588973473,-0.769910965,-4.183145407,10.93146557,6.414552867,-0.471028795,-5.65746993,-0.152392734,1.232977904,9.696899644
4583,"Chiroptera","Hipposideridae","Asellia patrizii",8.72,0.284,65.106,38.49,5143.201,NA,611.59,0.118912327167459,NA,704.932,103.39,NA,1.026,1.016,362.934,NA,65.521,NA,2204.977,0.1370609470639,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical",3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Asellia patrizii","Asellia patrizii",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.52898799,8.58741418,8.631493815,8.359166718,1.229298121,13.05399214,-16.6377419,-8.407055715,-0.573047904,-4.20940969,10.66429864,6.189233529,-0.258055878,-6.648007478,-0.173567469,1.344486222,9.722683033
4584,"Chiroptera","Hipposideridae","Asellia tridens",10,0.24,56,51.33,6218.808,730.5,730.5,0.117466241118877,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,2725.936,0.128095287714302,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,"Occurs on mainland",1,0,"Afrotropical, Indomalayan, Palearctic",5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"Asellia tridens","Asellia tridens",0,0,38.7149295,6.961702128,51.32999997,300.0000002,NA,NA,0,0,0,1,0.000824606,0.098411502,0.120563384,-74.54177574,8.649812438,9.056255525,9.224904895,1.07738513,12.85562667,-16.53058017,-8.588973473,-0.769910965,-4.183145407,10.93146557,6.414552867,-0.471028795,-5.65746993,-0.152392734,1.232977904,9.696899644
4586,"Chiroptera","Hipposideridae","Aselliscus stoliczkanus",6.09,0.15,58.433,41.49,5616.185,NA,618.885,0.110196690458024,NA,712.987,97.961,NA,1.013,1.012,364.619,NA,61.867,NA,2296.201,0.126952192636104,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",1,0,"Indomalayan, Palearctic",1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"Aselliscus stoliczkanus","Aselliscus stoliczkanus",0,0,27.27219429,5.650000002,41.49000002,NA,NA,NA,NA,NA,NA,NA,0.916146557,1.61965647,2.10751021,-74.55415142,8.692120195,9.344796018,9.813826998,0.972189479,12.71911782,-16.46297079,-8.743085755,-0.943367422,-4.155456288,11.20232666,6.665497349,-0.708214087,-4.85031243,-0.147819134,1.155571545,9.55521388
4587,"Chiroptera","Hipposideridae","Aselliscus tricuspidatus",4.08,0.134,57.882,40.5,5324.71,NA,589.038,0.11062348935435,NA,704.16,106.218,NA,0.99,1.058,363.171,NA,68.042,NA,2186.98,0.132243821729258,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,600,0,600,1,"Occurs on large land bridge islands",0,0,"Australasian",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aselliscus tricuspidatus","Aselliscus tricuspidatus",1,0,NA,NA,40.49999998,NA,NA,NA,0,0,0,1,0.923210372,1.982365521,2.294381872,-74.55065873,8.728660779,9.614672214,10.37164192,0.870305376,12.58462275,-16.39927564,-8.929273239,-1.185241289,-4.07478159,11.47753626,6.970042357,-1.037108915,-4.187231544,-0.160173677,1.118627861,9.406826867
5166,"Chiroptera","Molossidae","Austronomus australis",36.4,0.989,102.775,45.11,5119.044,426.16,273.96,0.0535178052777042,578.36,365,152.2,NA,1,1,349.984,4.53,136.98,NA,1825,0.071302375990517,0.124450549450549,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,"Occurs on mainland",0,0,"Australasian",6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Tadarida australis","Austronomus australis",0,0,48.11000894,8.172941176,45.11,NA,NA,NA,NA,NA,NA,NA,0.019311754,0.6511257,0.910972943,31.35682136,-17.14611596,26.74656425,-7.290900873,33.15513385,-9.702631162,-1.720698106,-8.820923016,7.727085736,-1.05226134,-3.804276253,1.8138185,-0.022896303,1.584365436,-6.632595797,11.44747647,0.166264809
5167,"Chiroptera","Molossidae","Austronomus kuboriensis",31.6,0.931,101.19,NA,4623.551,426.16,273.96,0.059253158448993,578.36,426.16,152.2,NA,1,1,350.103,4.53,136.98,NA,1775.17,0.0921715798095447,0.143354430379747,NA,NA,0,2,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"A",1,0,0,0,1,2800,1900,900,1,"Occurs on large land bridge islands",0,0,"Australasian",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Tadarida kuboriensis","Austronomus kuboriensis",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.578651685,2.578651685,2.578651685,30.63716064,-20.37808527,23.89391961,-5.083948444,33.91062935,-5.231588322,1.476314532,-8.730853112,5.670508532,-3.690632142,-2.519188353,-1.535275529,-0.914191333,1.257765614,-4.211724494,16.08458162,-1.10319387
6533,"Chiroptera","Vespertilionidae","Baeodon alleni",5.37,0.223,57.79,32.49,6309.922,NA,383.202,0.0607300692464978,NA,454.13,73.331,NA,1.602,1.005,363.757,NA,46.217,NA,1990.726,0.0719707787196102,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1990,125,1865,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhogeessa alleni","Rhogeessa alleni",1,0,NA,NA,32.48999997,NA,NA,NA,NA,NA,NA,NA,0.448510728,0.543881696,0.593428191,31.94540613,35.40243735,-29.82310328,14.82066392,10.901598,-3.246756338,-4.704048479,4.769184361,-6.142832336,-13.13034639,-10.34356917,9.314553005,-0.779977799,0.381786962,4.438019162,0.318465829,0.917391597
6541,"Chiroptera","Vespertilionidae","Baeodon gracilis",5.14,0.217,57.003,32,5934.774,NA,376.991,0.063522385182654,NA,444.785,75.317,NA,1.615,1.009,363.802,NA,46.804,NA,1908.017,0.0749455665877083,NA,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,600,1400,0,"Occurs on mainland",1,0,"Neotropical",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rhogeessa gracilis","Rhogeessa gracilis",0,0,NA,NA,33.16666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.87679199,35.29085998,-29.81830109,14.82998998,10.90654759,-3.279870112,-4.741863132,4.797784568,-6.163841484,-13.29059207,-10.5676329,9.57322194,-0.786579706,0.396792396,4.681626107,0.216648828,1.012615143
4801,"Chiroptera","Emballonuridae","Balantiopteryx infusca",9.05,0.243,53,38.99,5814.188,NA,440.469,0.0757576122409526,NA,542.064,115.445,NA,1.003,1.046,360.56,NA,58.843,NA,2015.463,0.0932312474244039,NA,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,150,1050,0,"Occurs on mainland",0,0,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Balantiopteryx infusca","Balantiopteryx infusca",1,0,NA,NA,38.98999998,NA,NA,NA,1,0,0,0,NA,NA,NA,24.80668061,-43.12175174,8.076554409,3.88904966,26.61607613,11.93746093,12.86085693,-0.540879971,-8.002743553,-4.025442165,4.30255149,-4.08219765,-0.856243681,-1.355269474,6.333281493,-2.897421495,-1.732645732
4802,"Chiroptera","Emballonuridae","Balantiopteryx io",3.97,0.163,42.1,37,5425.429,NA,354.643,0.065366812467733,NA,428.64,131.369,NA,1,1.591,300.283,0.59,61.338,NA,1831.896,0.0790057339244509,0.236445843828715,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,500,0,500,0,"Occurs on mainland",0,0,"Neotropical",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Balantiopteryx io","Balantiopteryx io",1,0,NA,7.41,36.99999999,502.4999999,NA,8.000000002,1,0,0,0,0.53654724,2.414421729,3.292127769,24.77102006,-43.25242303,7.994982727,3.901499616,26.51477294,11.96669018,12.84733392,-0.430927251,-8.020742225,-3.929684728,4.276963185,-3.967719104,-0.920286848,-1.392441244,6.283492168,-3.213382401,-1.731934489
4803,"Chiroptera","Emballonuridae","Balantiopteryx plicata",6.57,0.233,53,42.23,2533.589,226.19,226.19,0.0892765164357755,NA,365,138.81,NA,0.99,1,341.832,2,58.59,NA,1173.279,0.144064408236695,0.301369863013699,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,"Occurs on mainland",1,0,"Neotropical",3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"Balantiopteryx plicata","Balantiopteryx plicata",1,0,NA,NA,42.22999996,1750.000001,NA,13,0,0,0,1,0.068096296,0.629602917,0.787564767,24.7559254,-43.2547523,7.958798817,3.914673425,26.43929258,11.99872165,12.8377515,-0.354414383,-8.068418278,-3.896409908,4.285575562,-3.919592454,-0.911674002,-1.418494062,6.348470537,-3.544146227,-1.713457856
4385,"Chiroptera","Pteropodidae","Balionycteris maculata",14.43,0.511,66,40.96,1460,730.5,730.5,0.500342465753425,730.5,865.5,135,NA,1,1.5,283.401,3.5,60,NA,2094.912,0.592808219178082,0.363825363825364,NA,NA,1,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,"Occurs on mainland",1,0,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Balionycteris maculata","Balionycteris maculata",1,0,47.413271,5.800000006,42.66669998,1,NA,NA,0,1,0,0,1.364792877,2.910077097,4.025579331,-73.95939914,7.459401034,1.851297923,-5.092867977,3.36657945,14.31717901,-16.03491793,-4.359872241,3.168623018,-5.139228213,6.035824198,2.062347974,6.931444305,-17.81045502,-0.590769831,2.127772593,5.886570919
